"snapshot_ts","vehicle_id","lat","lon","eucl_wgs84_manual_m","st_transform_eucl_m","haversine_manual_m","st_distance_sphere_m","st_distance_spheroid_m"
"2026-06-07 08:51:39.000",1236,59.4791,24.85018,12322.76808666895,12346.78231593849,12306.837923267018,12306.86496707682,12346.453907259665
"2026-06-07 08:52:09.000",1236,59.47989,24.85404,12556.574049146582,12581.10159661957,12540.35818638261,12540.385743344092,12580.765740188048
"2026-06-07 08:52:39.000",1236,59.48034,24.85525,12640.585944448274,12665.254288676442,12624.25417702636,12624.281918346145,12664.91548931629
"2026-06-07 08:53:09.000",1236,59.4823,24.85863,12912.924475961907,12937.915969171025,12896.17650745749,12896.204846316166,12937.566775574362
"2026-06-07 08:53:39.000",1236,59.48458,24.86178,13192.158205615375,13217.404889428566,13174.96029339652,13174.98924487173,13217.044461825111
"2026-06-07 08:54:09.000",1236,59.48671,24.86423,13430.112702549637,13455.521269511155,13412.514398719322,13412.543872211294,13455.150832562722
"2026-06-07 08:54:39.000",1236,59.48706,24.86673,13572.008994473123,13597.76685777387,13554.2486306463,13554.278415593937,13597.391918431666
"2026-06-07 08:55:09.000",1236,59.48807,24.87019,13797.626844572735,13823.815018158884,13779.570800422007,13779.601080505625,13823.432128093507
"2026-06-07 08:55:40.000",1236,59.48909,24.87366,14024.28459273936,14050.903641305695,14005.931035014333,14005.961812516989,14050.512696558693
"2026-06-07 08:56:10.000",1236,59.49044,24.87835,14329.036002773497,14356.240361157657,14310.284178859525,14310.315625166162,14355.838531780686
"2026-06-07 08:56:40.000",1236,59.49003,24.88041,14407.586982944335,14435.149452181298,14388.795480270051,14388.827099102104,14434.746140608368
"2026-06-07 08:57:10.000",1236,59.48931,24.88089,14391.979044309332,14419.687512322556,14373.261424022854,14373.293008719378,14419.285909580529
"2026-06-07 08:57:40.000",1236,59.48647,24.88211,14301.491919613616,14329.669780569986,14283.088016751899,14283.119403296285,14329.2756830047
"2026-06-07 08:58:10.000",1236,59.48371,24.88513,14312.807760382195,14341.71647863075,14294.604593762833,14294.636005614266,14341.326897812849
"2026-06-07 08:58:40.000",1236,59.48162,24.8892,14418.237895755461,14447.965688299173,14400.084436392528,14400.116080032312,14447.576910246607
"2026-06-07 08:59:10.000",1236,59.48111,24.89078,14475.06417513101,14505.079872349896,14456.890839748186,14456.92260821768,14504.690459538595
"2026-06-07 08:59:40.000",1236,59.48133,24.89079,14485.910432742983,14515.90706596699,14467.710800243383,14467.742592489376,14515.516972378022
"2026-06-07 09:00:11.000",1236,59.48133,24.89074,14483.348395311265,14513.337433949608,14465.15129632427,14465.183082945887,14512.947409467484
"2026-06-07 09:00:41.000",1236,59.48133,24.89074,14483.348395311265,14513.337433949608,14465.15129632427,14465.183082945887,14512.947409467484
"2026-06-07 09:01:11.000",1236,59.48134,24.89083,14488.43058040386,14518.43235282363,14470.227747017801,14470.259544794615,14518.042173593576
"2026-06-07 09:01:41.000",1236,59.48136,24.89091,14493.470874436529,14523.482925258108,14475.261639270193,14475.293448108408,14523.09257472797
"2026-06-07 09:02:11.000",1236,59.48136,24.89091,14493.470874436529,14523.482925258108,14475.261639270193,14475.293448108408,14523.09257472797
"2026-06-07 09:02:41.000",1236,59.48135,24.89085,14489.925904392321,14519.929778185937,14471.720883542475,14471.752684600064,14519.539540954915
"2026-06-07 09:03:11.000",1236,59.48135,24.89085,14489.925904392321,14519.929778185937,14471.720883542475,14471.752684600064,14519.539540954915
"2026-06-07 09:03:41.000",1236,59.48131,24.89088,14489.581836770081,14519.594012316966,14471.37999038006,14471.411790688333,14519.203855028984
"2026-06-07 09:04:12.000",1236,59.48131,24.89088,14489.581836770081,14519.594012316966,14471.37999038006,14471.411790688333,14519.203855028984
"2026-06-07 09:04:42.000",1236,59.48131,24.89088,14489.581836770081,14519.594012316966,14471.37999038006,14471.411790688333,14519.203855028984
"2026-06-07 09:05:12.000",1236,59.48136,24.89084,14489.884068935524,14519.885487282125,14471.67838059059,14471.710181554774,14519.495233513193
"2026-06-07 09:05:42.000",1236,59.48136,24.89084,14489.884068935524,14519.885487282125,14471.67838059059,14471.710181554774,14519.495233513193
