transport_type,line_number,vehicle_id,fleet_number,lat,lon,heading_deg,speed_kmh,floor_type,destination,snapshot_ts,snapshot_date
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:32:26+03,2026-05-23
2,8,1236,35,59.43948,24.76087,97,,Z,Äigrumäe,2026-05-23 08:32:26+03,2026-05-23
2,8,1474,4,59.47427,24.8406,249,,Z,Väike-Õismäe,2026-05-23 08:32:26+03,2026-05-23
2,8,1476,62,59.42766,24.66655,260,,Z,Väike-Õismäe,2026-05-23 08:32:26+03,2026-05-23
2,8,1710,19,59.48945,24.87474,60,,Z,Äigrumäe,2026-05-23 08:32:26+03,2026-05-23
2,8,1829,77,59.42943,24.68853,83,,Z,Äigrumäe,2026-05-23 08:32:26+03,2026-05-23
2,8,3393,92,59.44383,24.74344,242,,Z,Väike-Õismäe,2026-05-23 08:32:26+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:32:56+03,2026-05-23
2,8,1236,35,59.44,24.7641,71,,Z,Äigrumäe,2026-05-23 08:32:56+03,2026-05-23
2,8,1474,4,59.47423,24.83806,273,,Z,Väike-Õismäe,2026-05-23 08:32:56+03,2026-05-23
2,8,1476,62,59.42664,24.65916,251,,Z,Väike-Õismäe,2026-05-23 08:32:56+03,2026-05-23
2,8,1710,19,59.49075,24.87938,60,,Z,Äigrumäe,2026-05-23 08:32:56+03,2026-05-23
2,8,1829,77,59.42955,24.69258,85,,Z,Äigrumäe,2026-05-23 08:32:56+03,2026-05-23
2,8,3393,92,59.44265,24.74265,189,,Z,Väike-Õismäe,2026-05-23 08:32:56+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:33:27+03,2026-05-23
2,8,1236,35,59.44118,24.76996,68,,Z,Äigrumäe,2026-05-23 08:33:27+03,2026-05-23
2,8,1474,4,59.4743,24.83746,273,,Z,Väike-Õismäe,2026-05-23 08:33:27+03,2026-05-23
2,8,1476,62,59.42624,24.6574,247,,Z,Väike-Õismäe,2026-05-23 08:33:27+03,2026-05-23
2,8,1710,19,59.48922,24.88084,165,,Z,Äigrumäe,2026-05-23 08:33:27+03,2026-05-23
2,8,1829,77,59.4295,24.69499,95,,Z,Äigrumäe,2026-05-23 08:33:27+03,2026-05-23
2,8,3393,92,59.44182,24.74344,136,,Z,Väike-Õismäe,2026-05-23 08:33:27+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:33:57+03,2026-05-23
2,8,1236,35,59.44168,24.77227,67,,Z,Äigrumäe,2026-05-23 08:33:57+03,2026-05-23
2,8,1474,4,59.47358,24.837,241,,Z,Väike-Õismäe,2026-05-23 08:33:57+03,2026-05-23
2,8,1476,62,59.42474,24.65082,248,,Z,Väike-Õismäe,2026-05-23 08:33:57+03,2026-05-23
2,8,1710,19,59.4861,24.88238,152,,Z,Äigrumäe,2026-05-23 08:33:57+03,2026-05-23
2,8,1829,77,59.42933,24.698,98,,Z,Äigrumäe,2026-05-23 08:33:57+03,2026-05-23
2,8,3393,92,59.44033,24.73946,235,,Z,Väike-Õismäe,2026-05-23 08:33:57+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:34:27+03,2026-05-23
2,8,1236,35,59.4422,24.77457,65,,Z,Äigrumäe,2026-05-23 08:34:27+03,2026-05-23
2,8,1474,4,59.47069,24.83512,197,,Z,Väike-Õismäe,2026-05-23 08:34:27+03,2026-05-23
2,8,1476,62,59.42385,24.64788,239,,Z,Väike-Õismäe,2026-05-23 08:34:27+03,2026-05-23
2,8,1710,19,59.48363,24.8852,148,,Z,Äigrumäe,2026-05-23 08:34:27+03,2026-05-23
2,8,1829,77,59.42924,24.70012,96,,Z,Äigrumäe,2026-05-23 08:34:27+03,2026-05-23
2,8,3393,92,59.43972,24.73765,239,,Z,Väike-Õismäe,2026-05-23 08:34:27+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:34:57+03,2026-05-23
2,8,1236,35,59.44298,24.77794,65,,Z,Äigrumäe,2026-05-23 08:34:57+03,2026-05-23
2,8,1474,4,59.47006,24.83493,188,,Z,Väike-Õismäe,2026-05-23 08:34:57+03,2026-05-23
2,8,1476,62,59.42275,24.64691,130,,Z,Väike-Õismäe,2026-05-23 08:34:57+03,2026-05-23
2,8,1710,19,59.48143,24.88938,138,,Z,Äigrumäe,2026-05-23 08:34:57+03,2026-05-23
2,8,1829,77,59.42923,24.70044,96,,Z,Äigrumäe,2026-05-23 08:34:57+03,2026-05-23
2,8,3393,92,59.43972,24.73762,239,,Z,Väike-Õismäe,2026-05-23 08:34:57+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:35:27+03,2026-05-23
2,8,1236,35,59.44342,24.78355,89,,Z,Äigrumäe,2026-05-23 08:35:27+03,2026-05-23
2,8,1474,4,59.46736,24.83351,196,,Z,Väike-Õismäe,2026-05-23 08:35:27+03,2026-05-23
2,8,1476,62,59.42129,24.64931,145,,Z,Väike-Õismäe,2026-05-23 08:35:27+03,2026-05-23
2,8,1710,19,59.48122,24.8909,134,,Z,Äigrumäe,2026-05-23 08:35:27+03,2026-05-23
2,8,1829,77,59.42925,24.70064,96,,Z,Äigrumäe,2026-05-23 08:35:27+03,2026-05-23
2,8,3393,92,59.43971,24.73762,239,,Z,Väike-Õismäe,2026-05-23 08:35:27+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:35:57+03,2026-05-23
2,8,1236,35,59.44255,24.78899,118,,Z,Äigrumäe,2026-05-23 08:35:57+03,2026-05-23
2,8,1474,4,59.46672,24.83276,239,,Z,Väike-Õismäe,2026-05-23 08:35:57+03,2026-05-23
2,8,1476,62,59.42103,24.64944,145,,Z,Väike-Õismäe,2026-05-23 08:35:57+03,2026-05-23
2,8,1710,19,59.48128,24.89081,134,,Z,Äigrumäe,2026-05-23 08:35:57+03,2026-05-23
2,8,1829,77,59.42925,24.7012,96,,Z,Äigrumäe,2026-05-23 08:35:57+03,2026-05-23
2,8,3393,92,59.43819,24.73439,224,,Z,Väike-Õismäe,2026-05-23 08:35:57+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:36:27+03,2026-05-23
2,8,1236,35,59.44237,24.79092,95,,Z,Äigrumäe,2026-05-23 08:36:27+03,2026-05-23
2,8,1474,4,59.46661,24.83299,239,,Z,Väike-Õismäe,2026-05-23 08:36:27+03,2026-05-23
2,8,1476,62,59.42041,24.64684,251,,Z,Väike-Õismäe,2026-05-23 08:36:27+03,2026-05-23
2,8,1710,19,59.48127,24.8908,134,,Z,Äigrumäe,2026-05-23 08:36:27+03,2026-05-23
2,8,1829,77,59.42923,24.70327,91,,Z,Äigrumäe,2026-05-23 08:36:27+03,2026-05-23
2,8,3393,92,59.43652,24.732,206,,Z,Väike-Õismäe,2026-05-23 08:36:27+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:36:58+03,2026-05-23
2,8,1236,35,59.44287,24.79453,73,,Z,Äigrumäe,2026-05-23 08:36:58+03,2026-05-23
2,8,1474,4,59.46475,24.82957,224,,Z,Väike-Õismäe,2026-05-23 08:36:58+03,2026-05-23
2,8,1476,62,59.41968,24.64385,239,,Z,Väike-Õismäe,2026-05-23 08:36:58+03,2026-05-23
2,8,1710,19,59.48127,24.89082,134,,Z,Äigrumäe,2026-05-23 08:36:58+03,2026-05-23
2,8,1829,77,59.42921,24.70354,91,,Z,Äigrumäe,2026-05-23 08:36:58+03,2026-05-23
2,8,3393,92,59.43637,24.72849,255,,Z,Väike-Õismäe,2026-05-23 08:36:58+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:37:28+03,2026-05-23
2,8,1236,35,59.44301,24.79498,73,,Z,Äigrumäe,2026-05-23 08:37:28+03,2026-05-23
2,8,1474,4,59.4635,24.82699,229,,Z,Väike-Õismäe,2026-05-23 08:37:28+03,2026-05-23
2,8,1476,62,59.41722,24.64023,204,,Z,Väike-Õismäe,2026-05-23 08:37:28+03,2026-05-23
2,8,1710,19,59.48128,24.89082,134,,Z,Äigrumäe,2026-05-23 08:37:28+03,2026-05-23
2,8,1829,77,59.42921,24.70416,91,,Z,Äigrumäe,2026-05-23 08:37:28+03,2026-05-23
2,8,3393,92,59.4362,24.72809,255,,Z,Väike-Õismäe,2026-05-23 08:37:28+03,2026-05-23
2,8,1186,50,59.41219,24.6354,131,,Z,Väike-Õismäe,2026-05-23 08:37:58+03,2026-05-23
2,8,1236,35,59.44481,24.79804,38,,Z,Äigrumäe,2026-05-23 08:37:58+03,2026-05-23
2,8,1474,4,59.46178,24.82255,241,,Z,Väike-Õismäe,2026-05-23 08:37:58+03,2026-05-23
2,8,1476,62,59.41383,24.64004,164,,Z,Väike-Õismäe,2026-05-23 08:37:58+03,2026-05-23
2,8,1710,19,59.48127,24.89083,134,,Z,Äigrumäe,2026-05-23 08:37:58+03,2026-05-23
2,8,1829,77,59.42921,24.70423,91,,Z,Äigrumäe,2026-05-23 08:37:58+03,2026-05-23
2,8,3393,92,59.43526,24.72528,236,,Z,Väike-Õismäe,2026-05-23 08:37:58+03,2026-05-23
2,8,1186,51,59.41219,24.6354,131,,Z,Äigrumäe,2026-05-23 08:38:28+03,2026-05-23
2,8,1236,35,59.44707,24.80164,39,,Z,Äigrumäe,2026-05-23 08:38:28+03,2026-05-23
2,8,1474,4,59.46065,24.81768,244,,Z,Väike-Õismäe,2026-05-23 08:38:28+03,2026-05-23
2,8,1476,62,59.41281,24.63787,280,,Z,Väike-Õismäe,2026-05-23 08:38:28+03,2026-05-23
2,8,1710,19,59.48127,24.89083,134,,Z,Äigrumäe,2026-05-23 08:38:28+03,2026-05-23
2,8,1829,77,59.42978,24.70747,77,,Z,Äigrumäe,2026-05-23 08:38:28+03,2026-05-23
2,8,3393,92,59.43399,24.72215,249,,Z,Väike-Õismäe,2026-05-23 08:38:28+03,2026-05-23
2,8,1186,51,59.41273,24.63646,56,,Z,Äigrumäe,2026-05-23 08:38:58+03,2026-05-23
2,8,1236,35,59.44837,24.80357,37,,Z,Äigrumäe,2026-05-23 08:38:58+03,2026-05-23
2,8,1474,4,59.45919,24.81398,228,,Z,Väike-Õismäe,2026-05-23 08:38:58+03,2026-05-23
2,8,1476,62,59.41295,24.63688,296,,Z,Väike-Õismäe,2026-05-23 08:38:58+03,2026-05-23
2,8,1710,19,59.48129,24.89084,134,,Z,Äigrumäe,2026-05-23 08:38:58+03,2026-05-23
2,8,1829,77,59.43122,24.7122,59,,Z,Äigrumäe,2026-05-23 08:38:58+03,2026-05-23
2,8,3393,92,59.43376,24.72103,249,,Z,Väike-Õismäe,2026-05-23 08:38:58+03,2026-05-23
2,8,1186,51,59.4129,24.63675,56,,Z,Äigrumäe,2026-05-23 08:39:28+03,2026-05-23
2,8,1236,35,59.44947,24.80517,36,,Z,Äigrumäe,2026-05-23 08:39:28+03,2026-05-23
2,8,1474,4,59.45714,24.811,211,,Z,Väike-Õismäe,2026-05-23 08:39:28+03,2026-05-23
2,8,1476,62,59.41305,24.63441,289,,Z,Väike-Õismäe,2026-05-23 08:39:28+03,2026-05-23
2,8,1710,19,59.48129,24.89083,134,,Z,Äigrumäe,2026-05-23 08:39:28+03,2026-05-23
2,8,1829,77,59.43133,24.71254,59,,Z,Äigrumäe,2026-05-23 08:39:28+03,2026-05-23
2,8,3393,92,59.43311,24.71751,250,,Z,Väike-Õismäe,2026-05-23 08:39:28+03,2026-05-23
2,8,1186,51,59.41226,24.63977,114,,Z,Äigrumäe,2026-05-23 08:39:58+03,2026-05-23
2,8,1236,35,59.45257,24.808,17,,Z,Äigrumäe,2026-05-23 08:39:58+03,2026-05-23
2,8,1474,4,59.45577,24.80977,204,,Z,Väike-Õismäe,2026-05-23 08:39:58+03,2026-05-23
2,8,1476,62,59.41222,24.63541,138,,Z,Väike-Õismäe,2026-05-23 08:39:58+03,2026-05-23
2,8,1710,19,59.48129,24.89084,134,,Z,Äigrumäe,2026-05-23 08:39:58+03,2026-05-23
2,8,1829,77,59.43201,24.71462,57,,Z,Äigrumäe,2026-05-23 08:39:58+03,2026-05-23
2,8,3393,92,59.43241,24.71458,244,,Z,Väike-Õismäe,2026-05-23 08:39:58+03,2026-05-23
2,8,1186,51,59.41316,24.64066,328,,Z,Äigrumäe,2026-05-23 08:40:29+03,2026-05-23
2,8,1236,35,59.45586,24.81031,23,,Z,Äigrumäe,2026-05-23 08:40:29+03,2026-05-23
2,8,1474,4,59.45255,24.80749,196,,Z,Väike-Õismäe,2026-05-23 08:40:29+03,2026-05-23
2,8,1476,62,59.41224,24.6354,138,,Z,Väike-Õismäe,2026-05-23 08:40:29+03,2026-05-23
2,8,1710,19,59.48127,24.89084,134,,Z,Äigrumäe,2026-05-23 08:40:29+03,2026-05-23
2,8,1829,77,59.43337,24.7193,67,,Z,Äigrumäe,2026-05-23 08:40:29+03,2026-05-23
2,8,3393,92,59.43205,24.71345,238,,Z,Väike-Õismäe,2026-05-23 08:40:29+03,2026-05-23
2,8,1186,51,59.41457,24.6397,342,,Z,Äigrumäe,2026-05-23 08:40:59+03,2026-05-23
2,8,1236,35,59.45867,24.81363,40,,Z,Äigrumäe,2026-05-23 08:40:59+03,2026-05-23
2,8,1474,4,59.45048,24.80589,203,,Z,Väike-Õismäe,2026-05-23 08:40:59+03,2026-05-23
2,8,1476,62,59.41224,24.6354,138,,Z,Väike-Õismäe,2026-05-23 08:40:59+03,2026-05-23
2,8,1710,19,59.48128,24.89085,134,,Z,Äigrumäe,2026-05-23 08:40:59+03,2026-05-23
2,8,1829,77,59.43374,24.72113,69,,Z,Äigrumäe,2026-05-23 08:40:59+03,2026-05-23
2,8,3393,92,59.43186,24.71296,238,,Z,Väike-Õismäe,2026-05-23 08:40:59+03,2026-05-23
2,8,1186,51,59.41572,24.63968,4,,Z,Äigrumäe,2026-05-23 08:41:29+03,2026-05-23
2,8,1236,35,59.46054,24.81893,60,,Z,Äigrumäe,2026-05-23 08:41:29+03,2026-05-23
2,8,1474,4,59.44843,24.80304,216,,Z,Väike-Õismäe,2026-05-23 08:41:29+03,2026-05-23
2,8,1476,62,59.41223,24.63541,138,,Z,Väike-Õismäe,2026-05-23 08:41:29+03,2026-05-23
2,8,1710,20,59.48114,24.89054,134,,Z,Väike-Õismäe,2026-05-23 08:41:29+03,2026-05-23
2,8,1829,77,59.43455,24.7253,66,,Z,Äigrumäe,2026-05-23 08:41:29+03,2026-05-23
2,8,3393,92,59.43048,24.70843,239,,Z,Väike-Õismäe,2026-05-23 08:41:29+03,2026-05-23
2,8,1186,51,59.41773,24.64077,21,,Z,Äigrumäe,2026-05-23 08:41:59+03,2026-05-23
2,8,1236,35,59.46082,24.82004,64,,Z,Äigrumäe,2026-05-23 08:41:59+03,2026-05-23
2,8,1474,4,59.44748,24.80165,217,,Z,Väike-Õismäe,2026-05-23 08:41:59+03,2026-05-23
2,8,1476,62,59.41222,24.6354,138,,Z,Väike-Õismäe,2026-05-23 08:41:59+03,2026-05-23
2,8,1710,20,59.48143,24.88936,317,,Z,Väike-Õismäe,2026-05-23 08:41:59+03,2026-05-23
2,8,1829,77,59.43487,24.72836,78,,Z,Äigrumäe,2026-05-23 08:41:59+03,2026-05-23
2,8,3393,92,59.42998,24.70678,238,,Z,Väike-Õismäe,2026-05-23 08:41:59+03,2026-05-23
2,8,1186,51,59.41954,24.6457,77,,Z,Äigrumäe,2026-05-23 08:42:30+03,2026-05-23
2,8,1236,35,59.46201,24.82458,62,,Z,Äigrumäe,2026-05-23 08:42:30+03,2026-05-23
2,8,1474,4,59.44517,24.79808,219,,Z,Väike-Õismäe,2026-05-23 08:42:30+03,2026-05-23
2,8,1476,62,59.41221,24.63538,138,,Z,Väike-Õismäe,2026-05-23 08:42:30+03,2026-05-23
2,8,1710,20,59.48334,24.88575,312,,Z,Väike-Õismäe,2026-05-23 08:42:30+03,2026-05-23
2,8,1829,77,59.43491,24.73283,97,,Z,Äigrumäe,2026-05-23 08:42:30+03,2026-05-23
2,8,3393,92,59.4297,24.70602,234,,Z,Väike-Õismäe,2026-05-23 08:42:30+03,2026-05-23
2,8,1186,51,59.42023,24.64626,350,,Z,Äigrumäe,2026-05-23 08:43:00+03,2026-05-23
2,8,1236,35,59.46245,24.82557,53,,Z,Äigrumäe,2026-05-23 08:43:00+03,2026-05-23
2,8,1474,4,59.44466,24.79732,217,,Z,Väike-Õismäe,2026-05-23 08:43:00+03,2026-05-23
2,8,1476,62,59.41221,24.63539,138,,Z,Väike-Õismäe,2026-05-23 08:43:00+03,2026-05-23
2,8,1710,20,59.48439,24.88424,332,,Z,Väike-Õismäe,2026-05-23 08:43:00+03,2026-05-23
2,8,1829,77,59.43668,24.7332,20,,Z,Äigrumäe,2026-05-23 08:43:00+03,2026-05-23
2,8,3393,92,59.42944,24.70511,239,,Z,Väike-Õismäe,2026-05-23 08:43:00+03,2026-05-23
2,8,1186,51,59.42041,24.64477,252,,Z,Äigrumäe,2026-05-23 08:43:30+03,2026-05-23
2,8,1236,35,59.46427,24.8292,45,,Z,Äigrumäe,2026-05-23 08:43:30+03,2026-05-23
2,8,1474,4,59.44349,24.79542,219,,Z,Väike-Õismäe,2026-05-23 08:43:30+03,2026-05-23
2,8,1476,62,59.41222,24.63539,138,,Z,Väike-Õismäe,2026-05-23 08:43:30+03,2026-05-23
2,8,1710,20,59.48522,24.88333,330,,Z,Väike-Õismäe,2026-05-23 08:43:30+03,2026-05-23
2,8,1829,77,59.43795,24.73426,24,,Z,Äigrumäe,2026-05-23 08:43:30+03,2026-05-23
2,8,3393,92,59.42927,24.70286,266,,Z,Väike-Õismäe,2026-05-23 08:43:30+03,2026-05-23
2,8,1186,51,59.42066,24.64437,321,,Z,Äigrumäe,2026-05-23 08:44:00+03,2026-05-23
2,8,1236,35,59.46476,24.83001,39,,Z,Äigrumäe,2026-05-23 08:44:00+03,2026-05-23
2,8,1474,4,59.4426,24.79055,257,,Z,Väike-Õismäe,2026-05-23 08:44:00+03,2026-05-23
2,8,1476,62,59.41222,24.6354,138,,Z,Väike-Õismäe,2026-05-23 08:44:00+03,2026-05-23
2,8,1710,20,59.48725,24.88119,331,,Z,Väike-Õismäe,2026-05-23 08:44:00+03,2026-05-23
2,8,1829,77,59.43951,24.73769,52,,Z,Äigrumäe,2026-05-23 08:44:00+03,2026-05-23
2,8,3393,92,59.42945,24.69876,277,,Z,Väike-Õismäe,2026-05-23 08:44:00+03,2026-05-23
2,8,1186,51,59.42232,24.645,33,,Z,Äigrumäe,2026-05-23 08:44:30+03,2026-05-23
2,8,1236,35,59.46684,24.83354,35,,Z,Äigrumäe,2026-05-23 08:44:30+03,2026-05-23
2,8,1474,4,59.44284,24.7886,291,,Z,Väike-Õismäe,2026-05-23 08:44:30+03,2026-05-23
2,8,1476,62,59.41221,24.63541,138,,Z,Väike-Õismäe,2026-05-23 08:44:30+03,2026-05-23
2,8,1710,20,59.48989,24.88055,346,,Z,Väike-Õismäe,2026-05-23 08:44:30+03,2026-05-23
2,8,1829,77,59.43958,24.73788,52,,Z,Äigrumäe,2026-05-23 08:44:30+03,2026-05-23
2,8,3393,92,59.42957,24.69636,276,,Z,Väike-Õismäe,2026-05-23 08:44:30+03,2026-05-23
2,8,1186,51,59.42305,24.64737,67,,Z,Äigrumäe,2026-05-23 08:45:00+03,2026-05-23
2,8,1236,35,59.46752,24.83387,19,,Z,Äigrumäe,2026-05-23 08:45:00+03,2026-05-23
2,8,1474,4,59.44348,24.78387,279,,Z,Väike-Õismäe,2026-05-23 08:45:00+03,2026-05-23
2,8,1476,62,59.41223,24.6354,138,,Z,Väike-Õismäe,2026-05-23 08:45:00+03,2026-05-23
2,8,1710,20,59.49071,24.88015,345,,Z,Väike-Õismäe,2026-05-23 08:45:00+03,2026-05-23
2,8,1829,77,59.43994,24.73875,51,,Z,Äigrumäe,2026-05-23 08:45:00+03,2026-05-23
2,8,3393,92,59.42988,24.6911,276,,Z,Väike-Õismäe,2026-05-23 08:45:00+03,2026-05-23
2,8,1186,51,59.42371,24.64864,40,,Z,Äigrumäe,2026-05-23 08:45:30+03,2026-05-23
2,8,1236,35,59.46934,24.83477,13,,Z,Äigrumäe,2026-05-23 08:45:30+03,2026-05-23
2,8,1474,4,59.4435,24.77975,261,,Z,Väike-Õismäe,2026-05-23 08:45:30+03,2026-05-23
2,8,1476,62,59.41222,24.63541,138,,Z,Väike-Õismäe,2026-05-23 08:45:30+03,2026-05-23
2,8,1710,20,59.49073,24.879,278,,Z,Väike-Õismäe,2026-05-23 08:45:30+03,2026-05-23
2,8,1829,77,59.44175,24.7434,53,,Z,Äigrumäe,2026-05-23 08:45:30+03,2026-05-23
2,8,3393,92,59.42984,24.68895,267,,Z,Väike-Õismäe,2026-05-23 08:45:30+03,2026-05-23
2,8,1186,51,59.42432,24.65074,64,,Z,Äigrumäe,2026-05-23 08:46:01+03,2026-05-23
2,8,1236,35,59.47122,24.83573,14,,Z,Äigrumäe,2026-05-23 08:46:01+03,2026-05-23
2,8,1474,4,59.44258,24.77559,249,,Z,Väike-Õismäe,2026-05-23 08:46:01+03,2026-05-23
2,8,1476,62,59.41222,24.63541,138,,Z,Väike-Õismäe,2026-05-23 08:46:01+03,2026-05-23
2,8,1710,20,59.49012,24.87701,241,,Z,Väike-Õismäe,2026-05-23 08:46:01+03,2026-05-23
2,8,1829,77,59.44252,24.74771,59,,Z,Äigrumäe,2026-05-23 08:46:01+03,2026-05-23
2,8,3393,92,59.4292,24.682,257,,Z,Väike-Õismäe,2026-05-23 08:46:01+03,2026-05-23
2,8,1186,51,59.42536,24.65525,67,,Z,Äigrumäe,2026-05-23 08:46:31+03,2026-05-23
2,8,1236,35,59.47288,24.83662,17,,Z,Äigrumäe,2026-05-23 08:46:31+03,2026-05-23
2,8,1474,4,59.44243,24.77491,249,,Z,Väike-Õismäe,2026-05-23 08:46:31+03,2026-05-23
2,8,1476,62,59.41221,24.63542,138,,Z,Väike-Õismäe,2026-05-23 08:46:31+03,2026-05-23
2,8,1710,20,59.48867,24.87198,240,,Z,Väike-Õismäe,2026-05-23 08:46:31+03,2026-05-23
2,8,1829,77,59.44353,24.74999,38,,Z,Äigrumäe,2026-05-23 08:46:31+03,2026-05-23
2,8,3393,92,59.42888,24.67919,256,,Z,Väike-Õismäe,2026-05-23 08:46:31+03,2026-05-23
2,8,1186,51,59.42625,24.65903,68,,Z,Äigrumäe,2026-05-23 08:47:01+03,2026-05-23
2,8,1236,35,59.47403,24.83854,91,,Z,Äigrumäe,2026-05-23 08:47:01+03,2026-05-23
2,8,1474,4,59.44132,24.76978,248,,Z,Väike-Õismäe,2026-05-23 08:47:01+03,2026-05-23
2,8,1476,62,59.41221,24.63541,138,,Z,Väike-Õismäe,2026-05-23 08:47:01+03,2026-05-23
2,8,1710,20,59.48835,24.87075,242,,Z,Väike-Õismäe,2026-05-23 08:47:01+03,2026-05-23
2,8,1829,77,59.44323,24.75099,120,,Z,Äigrumäe,2026-05-23 08:47:01+03,2026-05-23
2,8,3393,92,59.42832,24.67479,257,,Z,Väike-Õismäe,2026-05-23 08:47:01+03,2026-05-23
2,8,1186,51,59.42661,24.66106,70,,Z,Äigrumäe,2026-05-23 08:47:31+03,2026-05-23
2,8,1236,35,59.47422,24.84052,78,,Z,Äigrumäe,2026-05-23 08:47:31+03,2026-05-23
2,8,1474,4,59.44095,24.76829,242,,Z,Väike-Õismäe,2026-05-23 08:47:31+03,2026-05-23
2,8,1476,62,59.41221,24.63542,138,,Z,Väike-Õismäe,2026-05-23 08:47:31+03,2026-05-23
2,8,1710,20,59.48744,24.86774,239,,Z,Väike-Õismäe,2026-05-23 08:47:31+03,2026-05-23
2,8,1829,77,59.44133,24.7531,152,,Z,Äigrumäe,2026-05-23 08:47:31+03,2026-05-23
2,8,3393,92,59.42781,24.66825,263,,Z,Väike-Õismäe,2026-05-23 08:47:31+03,2026-05-23
2,8,1186,51,59.42744,24.6673,75,,Z,Äigrumäe,2026-05-23 08:48:01+03,2026-05-23
2,8,1236,35,59.47536,24.8455,61,,Z,Äigrumäe,2026-05-23 08:48:01+03,2026-05-23
2,8,1474,4,59.43999,24.76256,253,,Z,Väike-Õismäe,2026-05-23 08:48:01+03,2026-05-23
2,8,1476,62,59.41221,24.63542,138,,Z,Väike-Õismäe,2026-05-23 08:48:01+03,2026-05-23
2,8,1710,20,59.48705,24.86533,260,,Z,Väike-Õismäe,2026-05-23 08:48:01+03,2026-05-23
2,8,1829,77,59.44042,24.75488,133,,Z,Äigrumäe,2026-05-23 08:48:01+03,2026-05-23
2,8,3393,92,59.427,24.66131,254,,Z,Väike-Õismäe,2026-05-23 08:48:01+03,2026-05-23
2,8,1186,51,59.42778,24.67217,83,,Z,Äigrumäe,2026-05-23 08:48:31+03,2026-05-23
2,8,1236,35,59.47793,24.84762,33,,Z,Äigrumäe,2026-05-23 08:48:31+03,2026-05-23
2,8,1474,4,59.44017,24.75894,289,,Z,Väike-Õismäe,2026-05-23 08:48:31+03,2026-05-23
2,8,1476,62,59.41221,24.63542,138,,Z,Väike-Õismäe,2026-05-23 08:48:31+03,2026-05-23
2,8,1710,20,59.48523,24.86272,204,,Z,Väike-Õismäe,2026-05-23 08:48:31+03,2026-05-23
2,8,1829,77,59.43957,24.75845,108,,Z,Äigrumäe,2026-05-23 08:48:31+03,2026-05-23
2,8,3393,92,59.42654,24.65868,252,,Z,Väike-Õismäe,2026-05-23 08:48:31+03,2026-05-23
2,8,1186,51,59.4282,24.67696,76,,Z,Äigrumäe,2026-05-23 08:49:01+03,2026-05-23
2,8,1236,35,59.47921,24.85029,46,,Z,Äigrumäe,2026-05-23 08:49:01+03,2026-05-23
2,8,1474,4,59.4405,24.75709,291,,Z,Väike-Õismäe,2026-05-23 08:49:01+03,2026-05-23
2,8,1476,62,59.41221,24.63541,138,,Z,Väike-Õismäe,2026-05-23 08:49:01+03,2026-05-23
2,8,1710,20,59.48326,24.85957,210,,Z,Väike-Õismäe,2026-05-23 08:49:01+03,2026-05-23
2,8,1829,77,59.43957,24.75857,108,,Z,Äigrumäe,2026-05-23 08:49:01+03,2026-05-23
2,8,3393,92,59.42631,24.65768,246,,Z,Väike-Õismäe,2026-05-23 08:49:01+03,2026-05-23
2,8,1186,51,59.42865,24.68049,75,,Z,Äigrumäe,2026-05-23 08:49:31+03,2026-05-23
2,8,1236,35,59.47988,24.85378,80,,Z,Äigrumäe,2026-05-23 08:49:31+03,2026-05-23
2,8,1474,4,59.44283,24.753,356,,Z,Väike-Õismäe,2026-05-23 08:49:31+03,2026-05-23
2,8,1476,62,59.41222,24.63541,138,,Z,Väike-Õismäe,2026-05-23 08:49:31+03,2026-05-23
2,8,1710,20,59.48106,24.85697,228,,Z,Väike-Õismäe,2026-05-23 08:49:31+03,2026-05-23
2,8,1829,77,59.43947,24.75998,98,,Z,Äigrumäe,2026-05-23 08:49:31+03,2026-05-23
2,8,3393,92,59.42605,24.65673,241,,Z,Väike-Õismäe,2026-05-23 08:49:31+03,2026-05-23
2,8,1186,51,59.42892,24.68296,77,,Z,Äigrumäe,2026-05-23 08:50:02+03,2026-05-23
2,8,1236,35,59.48033,24.85516,64,,Z,Äigrumäe,2026-05-23 08:50:02+03,2026-05-23
2,8,1474,4,59.4438,24.75124,282,,Z,Väike-Õismäe,2026-05-23 08:50:02+03,2026-05-23
