transport_type,line_number,vehicle_id,fleet_number,lat,lon,heading_deg,speed_kmh,floor_type,destination,snapshot_ts,snapshot_date
2,8,1710,19,59.41471,24.63966,343,,Z,Äigrumäe,2026-05-23 07:47:15+03,2026-05-23
2,8,3393,91,59.46579,24.83202,44,,Z,Äigrumäe,2026-05-23 07:47:15+03,2026-05-23
2,8,1186,50,59.43981,24.76073,265,,Z,Väike-Õismäe,2026-05-23 07:47:45+03,2026-05-23
2,8,1236,34,59.4204,24.64683,242,,Z,Väike-Õismäe,2026-05-23 07:47:45+03,2026-05-23
2,8,1474,3,59.43695,24.73336,17,,Z,Äigrumäe,2026-05-23 07:47:45+03,2026-05-23
2,8,1476,62,59.48461,24.88397,331,,Z,Väike-Õismäe,2026-05-23 07:47:45+03,2026-05-23
2,8,1710,19,59.41573,24.63969,358,,Z,Äigrumäe,2026-05-23 07:47:45+03,2026-05-23
2,8,3393,91,59.46729,24.83385,21,,Z,Äigrumäe,2026-05-23 07:47:45+03,2026-05-23
2,8,1186,50,59.43987,24.76024,265,,Z,Väike-Õismäe,2026-05-23 07:48:15+03,2026-05-23
2,8,1236,34,59.41932,24.64293,233,,Z,Väike-Õismäe,2026-05-23 07:48:15+03,2026-05-23
2,8,1474,3,59.43921,24.73653,49,,Z,Äigrumäe,2026-05-23 07:48:15+03,2026-05-23
2,8,1476,62,59.48666,24.88182,331,,Z,Väike-Õismäe,2026-05-23 07:48:15+03,2026-05-23
2,8,1710,19,59.41766,24.64071,25,,Z,Äigrumäe,2026-05-23 07:48:15+03,2026-05-23
2,8,3393,91,59.46796,24.8341,10,,Z,Äigrumäe,2026-05-23 07:48:15+03,2026-05-23
2,8,1186,50,59.44029,24.75852,294,,Z,Väike-Õismäe,2026-05-23 07:48:45+03,2026-05-23
2,8,1236,34,59.41638,24.6398,195,,Z,Väike-Õismäe,2026-05-23 07:48:45+03,2026-05-23
2,8,1474,3,59.43966,24.73809,59,,Z,Äigrumäe,2026-05-23 07:48:45+03,2026-05-23
2,8,1476,62,59.48963,24.88067,349,,Z,Väike-Õismäe,2026-05-23 07:48:45+03,2026-05-23
2,8,1710,19,59.41942,24.64441,64,,Z,Äigrumäe,2026-05-23 07:48:45+03,2026-05-23
2,8,3393,91,59.46894,24.83462,15,,Z,Äigrumäe,2026-05-23 07:48:45+03,2026-05-23
2,8,1186,50,59.4412,24.75375,288,,Z,Väike-Õismäe,2026-05-23 07:49:15+03,2026-05-23
2,8,1236,34,59.41351,24.64022,165,,Z,Väike-Õismäe,2026-05-23 07:49:15+03,2026-05-23
2,8,1474,3,59.44061,24.74047,52,,Z,Äigrumäe,2026-05-23 07:49:15+03,2026-05-23
2,8,1476,62,59.49078,24.87914,275,,Z,Väike-Õismäe,2026-05-23 07:49:15+03,2026-05-23
2,8,1710,19,59.42022,24.6465,0,,Z,Äigrumäe,2026-05-23 07:49:15+03,2026-05-23
2,8,3393,91,59.4715,24.83584,13,,Z,Äigrumäe,2026-05-23 07:49:15+03,2026-05-23
2,8,1186,50,59.44369,24.75213,346,,Z,Väike-Õismäe,2026-05-23 07:49:45+03,2026-05-23
2,8,1236,34,59.41298,24.64045,159,,Z,Väike-Õismäe,2026-05-23 07:49:45+03,2026-05-23
2,8,1474,3,59.44191,24.74384,53,,Z,Äigrumäe,2026-05-23 07:49:45+03,2026-05-23
2,8,1476,62,59.49063,24.87871,275,,Z,Väike-Õismäe,2026-05-23 07:49:45+03,2026-05-23
2,8,1710,19,59.42044,24.6447,308,,Z,Äigrumäe,2026-05-23 07:49:45+03,2026-05-23
2,8,3393,91,59.47393,24.8375,22,,Z,Äigrumäe,2026-05-23 07:49:45+03,2026-05-23
2,8,1186,50,59.44379,24.75132,284,,Z,Väike-Õismäe,2026-05-23 07:50:15+03,2026-05-23
2,8,1236,34,59.41287,24.63763,293,,Z,Väike-Õismäe,2026-05-23 07:50:15+03,2026-05-23
2,8,1474,3,59.44246,24.74749,67,,Z,Äigrumäe,2026-05-23 07:50:15+03,2026-05-23
2,8,1476,62,59.48928,24.8741,240,,Z,Väike-Õismäe,2026-05-23 07:50:15+03,2026-05-23
2,8,1710,19,59.42088,24.64407,323,,Z,Äigrumäe,2026-05-23 07:50:15+03,2026-05-23
2,8,3393,91,59.47409,24.83868,65,,Z,Äigrumäe,2026-05-23 07:50:15+03,2026-05-23
2,8,1186,50,59.44401,24.74936,281,,Z,Väike-Õismäe,2026-05-23 07:50:46+03,2026-05-23
2,8,1236,34,59.41324,24.63455,282,,Z,Väike-Õismäe,2026-05-23 07:50:46+03,2026-05-23
2,8,1474,3,59.44355,24.74965,7,,Z,Äigrumäe,2026-05-23 07:50:46+03,2026-05-23
2,8,1476,62,59.48832,24.87067,243,,Z,Väike-Õismäe,2026-05-23 07:50:46+03,2026-05-23
2,8,1710,19,59.4224,24.64512,48,,Z,Äigrumäe,2026-05-23 07:50:46+03,2026-05-23
2,8,3393,91,59.47443,24.8418,78,,Z,Äigrumäe,2026-05-23 07:50:46+03,2026-05-23
2,8,1186,50,59.44442,24.74513,282,,Z,Väike-Õismäe,2026-05-23 07:51:16+03,2026-05-23
2,8,1236,34,59.41226,24.63516,164,,Z,Väike-Õismäe,2026-05-23 07:51:16+03,2026-05-23
2,8,1474,3,59.44345,24.75041,91,,Z,Äigrumäe,2026-05-23 07:51:16+03,2026-05-23
2,8,1476,62,59.48752,24.86808,239,,Z,Väike-Õismäe,2026-05-23 07:51:16+03,2026-05-23
2,8,1710,19,59.42356,24.64803,47,,Z,Äigrumäe,2026-05-23 07:51:16+03,2026-05-23
2,8,3393,91,59.47601,24.84618,43,,Z,Äigrumäe,2026-05-23 07:51:16+03,2026-05-23
2,8,1186,50,59.44374,24.74335,206,,Z,Väike-Õismäe,2026-05-23 07:51:46+03,2026-05-23
2,8,1236,34,59.41226,24.63516,164,,Z,Väike-Õismäe,2026-05-23 07:51:46+03,2026-05-23
2,8,1474,3,59.44327,24.75099,91,,Z,Äigrumäe,2026-05-23 07:51:46+03,2026-05-23
2,8,1476,62,59.48704,24.86528,259,,Z,Väike-Õismäe,2026-05-23 07:51:46+03,2026-05-23
2,8,1710,19,59.4237,24.6485,47,,Z,Äigrumäe,2026-05-23 07:51:46+03,2026-05-23
2,8,3393,91,59.47801,24.84778,42,,Z,Äigrumäe,2026-05-23 07:51:46+03,2026-05-23
2,8,1186,50,59.44268,24.74259,204,,Z,Väike-Õismäe,2026-05-23 07:52:16+03,2026-05-23
2,8,1236,34,59.41226,24.63516,164,,Z,Väike-Õismäe,2026-05-23 07:52:16+03,2026-05-23
2,8,1474,3,59.44138,24.75312,154,,Z,Äigrumäe,2026-05-23 07:52:16+03,2026-05-23
2,8,1476,62,59.48566,24.86311,203,,Z,Väike-Õismäe,2026-05-23 07:52:16+03,2026-05-23
2,8,1710,19,59.42467,24.65208,64,,Z,Äigrumäe,2026-05-23 07:52:16+03,2026-05-23
2,8,3393,91,59.47968,24.85158,44,,Z,Äigrumäe,2026-05-23 07:52:16+03,2026-05-23
2,8,1186,50,59.44218,24.74352,164,,Z,Väike-Õismäe,2026-05-23 07:52:46+03,2026-05-23
2,8,1236,34,59.41226,24.63516,164,,Z,Väike-Õismäe,2026-05-23 07:52:46+03,2026-05-23
2,8,1474,3,59.4404,24.75498,127,,Z,Äigrumäe,2026-05-23 07:52:46+03,2026-05-23
2,8,1476,62,59.48346,24.85984,216,,Z,Väike-Õismäe,2026-05-23 07:52:46+03,2026-05-23
2,8,1710,19,59.42605,24.65789,61,,Z,Äigrumäe,2026-05-23 07:52:46+03,2026-05-23
2,8,3393,91,59.48065,24.85587,48,,Z,Äigrumäe,2026-05-23 07:52:46+03,2026-05-23
2,8,1186,50,59.4405,24.73985,236,,Z,Väike-Õismäe,2026-05-23 07:53:16+03,2026-05-23
2,8,1236,34,59.41226,24.63516,164,,Z,Väike-Õismäe,2026-05-23 07:53:16+03,2026-05-23
2,8,1474,3,59.4396,24.75816,111,,Z,Äigrumäe,2026-05-23 07:53:16+03,2026-05-23
2,8,1476,62,59.48253,24.8588,209,,Z,Väike-Õismäe,2026-05-23 07:53:16+03,2026-05-23
2,8,1710,19,59.42662,24.66102,70,,Z,Äigrumäe,2026-05-23 07:53:16+03,2026-05-23
2,8,3393,91,59.48255,24.85883,23,,Z,Äigrumäe,2026-05-23 07:53:16+03,2026-05-23
2,8,1186,50,59.43972,24.73767,238,,Z,Väike-Õismäe,2026-05-23 07:53:46+03,2026-05-23
2,8,1236,34,59.41223,24.63514,164,,Z,Väike-Õismäe,2026-05-23 07:53:46+03,2026-05-23
2,8,1474,3,59.43947,24.7602,99,,Z,Äigrumäe,2026-05-23 07:53:46+03,2026-05-23
2,8,1476,62,59.48052,24.85552,234,,Z,Väike-Õismäe,2026-05-23 07:53:46+03,2026-05-23
2,8,1710,19,59.42752,24.66802,76,,Z,Äigrumäe,2026-05-23 07:53:46+03,2026-05-23
2,8,3393,91,59.48475,24.86195,44,,Z,Äigrumäe,2026-05-23 07:53:46+03,2026-05-23
2,8,1186,50,59.43949,24.737,238,,Z,Väike-Õismäe,2026-05-23 07:54:16+03,2026-05-23
2,8,1236,34,59.41226,24.63519,164,,Z,Väike-Õismäe,2026-05-23 07:54:16+03,2026-05-23
2,8,1474,3,59.43981,24.76293,74,,Z,Äigrumäe,2026-05-23 07:54:16+03,2026-05-23
2,8,1476,62,59.48003,24.85431,227,,Z,Väike-Õismäe,2026-05-23 07:54:16+03,2026-05-23
2,8,1710,19,59.4278,24.67245,84,,Z,Äigrumäe,2026-05-23 07:54:16+03,2026-05-23
2,8,3393,91,59.48691,24.86457,37,,Z,Äigrumäe,2026-05-23 07:54:16+03,2026-05-23
2,8,1186,50,59.43755,24.73374,214,,Z,Väike-Õismäe,2026-05-23 07:54:47+03,2026-05-23
2,8,1236,34,59.41226,24.63519,164,,Z,Väike-Õismäe,2026-05-23 07:54:47+03,2026-05-23
2,8,1474,3,59.43981,24.76295,74,,Z,Äigrumäe,2026-05-23 07:54:47+03,2026-05-23
2,8,1476,62,59.47904,24.84989,224,,Z,Väike-Õismäe,2026-05-23 07:54:47+03,2026-05-23
2,8,1710,19,59.42822,24.67691,76,,Z,Äigrumäe,2026-05-23 07:54:47+03,2026-05-23
2,8,3393,91,59.48714,24.86668,81,,Z,Äigrumäe,2026-05-23 07:54:47+03,2026-05-23
2,8,1186,50,59.43673,24.73306,203,,Z,Väike-Õismäe,2026-05-23 07:55:17+03,2026-05-23
2,8,1236,34,59.41226,24.63519,164,,Z,Väike-Õismäe,2026-05-23 07:55:17+03,2026-05-23
2,8,1474,3,59.4401,24.76458,70,,Z,Äigrumäe,2026-05-23 07:55:17+03,2026-05-23
2,8,1476,62,59.47699,24.84653,197,,Z,Väike-Õismäe,2026-05-23 07:55:17+03,2026-05-23
2,8,1710,19,59.42868,24.68067,76,,Z,Äigrumäe,2026-05-23 07:55:17+03,2026-05-23
2,8,3393,91,59.48811,24.87013,60,,Z,Äigrumäe,2026-05-23 07:55:17+03,2026-05-23
2,8,1186,50,59.43653,24.73272,203,,Z,Väike-Õismäe,2026-05-23 07:55:47+03,2026-05-23
2,8,1236,34,59.41226,24.63519,164,,Z,Väike-Õismäe,2026-05-23 07:55:47+03,2026-05-23
2,8,1474,3,59.44122,24.77021,68,,Z,Äigrumäe,2026-05-23 07:55:47+03,2026-05-23
2,8,1476,62,59.475,24.84442,221,,Z,Väike-Õismäe,2026-05-23 07:55:47+03,2026-05-23
2,8,1710,19,59.42896,24.6833,77,,Z,Äigrumäe,2026-05-23 07:55:47+03,2026-05-23
2,8,3393,91,59.48937,24.87448,60,,Z,Äigrumäe,2026-05-23 07:55:47+03,2026-05-23
2,8,1186,50,59.43657,24.72943,270,,Z,Väike-Õismäe,2026-05-23 07:56:17+03,2026-05-23
2,8,1236,34,59.41226,24.63519,164,,Z,Väike-Õismäe,2026-05-23 07:56:17+03,2026-05-23
2,8,1474,3,59.44172,24.77236,66,,Z,Äigrumäe,2026-05-23 07:56:17+03,2026-05-23
2,8,1476,62,59.4741,24.83936,259,,Z,Väike-Õismäe,2026-05-23 07:56:17+03,2026-05-23
2,8,1710,19,59.42945,24.68919,85,,Z,Äigrumäe,2026-05-23 07:56:17+03,2026-05-23
2,8,3393,91,59.49067,24.879,60,,Z,Äigrumäe,2026-05-23 07:56:17+03,2026-05-23
2,8,1186,50,59.4363,24.72831,255,,Z,Väike-Õismäe,2026-05-23 07:56:47+03,2026-05-23
2,8,1236,34,59.41226,24.63519,164,,Z,Väike-Õismäe,2026-05-23 07:56:47+03,2026-05-23
2,8,1474,3,59.44221,24.77459,68,,Z,Äigrumäe,2026-05-23 07:56:47+03,2026-05-23
2,8,1476,62,59.47422,24.83802,270,,Z,Väike-Õismäe,2026-05-23 07:56:47+03,2026-05-23
2,8,1710,19,59.42955,24.69275,85,,Z,Äigrumäe,2026-05-23 07:56:47+03,2026-05-23
2,8,3393,91,59.48985,24.8805,159,,Z,Äigrumäe,2026-05-23 07:56:47+03,2026-05-23
2,8,1186,50,59.43598,24.7274,235,,Z,Väike-Õismäe,2026-05-23 07:57:17+03,2026-05-23
2,8,1236,34,59.41226,24.63519,164,,Z,Väike-Õismäe,2026-05-23 07:57:17+03,2026-05-23
2,8,1474,3,59.44258,24.77629,66,,Z,Äigrumäe,2026-05-23 07:57:17+03,2026-05-23
2,8,1476,62,59.47423,24.83802,270,,Z,Väike-Õismäe,2026-05-23 07:57:17+03,2026-05-23
2,8,1710,19,59.42946,24.69609,95,,Z,Äigrumäe,2026-05-23 07:57:17+03,2026-05-23
2,8,3393,91,59.48774,24.88096,176,,Z,Äigrumäe,2026-05-23 07:57:17+03,2026-05-23
2,8,1186,50,59.43435,24.72386,213,,Z,Väike-Õismäe,2026-05-23 07:57:47+03,2026-05-23
2,8,1236,34,59.41227,24.63517,164,,Z,Väike-Õismäe,2026-05-23 07:57:47+03,2026-05-23
2,8,1474,3,59.44342,24.78228,89,,Z,Äigrumäe,2026-05-23 07:57:47+03,2026-05-23
2,8,1476,62,59.4741,24.8372,270,,Z,Väike-Õismäe,2026-05-23 07:57:47+03,2026-05-23
2,8,1710,19,59.42933,24.698,98,,Z,Äigrumäe,2026-05-23 07:57:47+03,2026-05-23
2,8,3393,91,59.48504,24.88347,152,,Z,Äigrumäe,2026-05-23 07:57:47+03,2026-05-23
2,8,1186,50,59.4338,24.72111,248,,Z,Väike-Õismäe,2026-05-23 07:58:17+03,2026-05-23
2,8,1236,34,59.41227,24.63517,164,,Z,Väike-Õismäe,2026-05-23 07:58:17+03,2026-05-23
2,8,1474,3,59.44328,24.78531,96,,Z,Äigrumäe,2026-05-23 07:58:17+03,2026-05-23
2,8,1476,62,59.47352,24.83695,235,,Z,Väike-Õismäe,2026-05-23 07:58:17+03,2026-05-23
2,8,1710,19,59.42925,24.69986,97,,Z,Äigrumäe,2026-05-23 07:58:17+03,2026-05-23
2,8,3393,91,59.48374,24.88489,151,,Z,Äigrumäe,2026-05-23 07:58:17+03,2026-05-23
2,8,1186,50,59.43304,24.71726,249,,Z,Väike-Õismäe,2026-05-23 07:58:48+03,2026-05-23
2,8,1236,34,59.41227,24.63517,164,,Z,Väike-Õismäe,2026-05-23 07:58:48+03,2026-05-23
2,8,1474,3,59.44238,24.79065,108,,Z,Äigrumäe,2026-05-23 07:58:48+03,2026-05-23
2,8,1476,62,59.47053,24.83501,197,,Z,Väike-Õismäe,2026-05-23 07:58:48+03,2026-05-23
2,8,1710,19,59.42921,24.70249,86,,Z,Äigrumäe,2026-05-23 07:58:48+03,2026-05-23
2,8,3393,91,59.48239,24.88761,138,,Z,Äigrumäe,2026-05-23 07:58:48+03,2026-05-23
2,8,1186,50,59.4321,24.71362,240,,Z,Väike-Õismäe,2026-05-23 07:59:18+03,2026-05-23
2,8,1236,34,59.41227,24.63517,164,,Z,Väike-Õismäe,2026-05-23 07:59:18+03,2026-05-23
2,8,1474,3,59.44249,24.79169,76,,Z,Äigrumäe,2026-05-23 07:59:18+03,2026-05-23
2,8,1476,62,59.46968,24.83475,188,,Z,Väike-Õismäe,2026-05-23 07:59:18+03,2026-05-23
2,8,1710,19,59.4292,24.70358,86,,Z,Äigrumäe,2026-05-23 07:59:18+03,2026-05-23
2,8,3393,91,59.48109,24.89054,139,,Z,Äigrumäe,2026-05-23 07:59:18+03,2026-05-23
2,8,1186,50,59.43175,24.71264,234,,Z,Väike-Õismäe,2026-05-23 07:59:48+03,2026-05-23
2,8,1236,34,59.41227,24.63517,164,,Z,Väike-Õismäe,2026-05-23 07:59:48+03,2026-05-23
2,8,1474,3,59.44298,24.79491,67,,Z,Äigrumäe,2026-05-23 07:59:48+03,2026-05-23
2,8,1476,62,59.46752,24.8336,195,,Z,Väike-Õismäe,2026-05-23 07:59:48+03,2026-05-23
2,8,1710,19,59.42921,24.7045,93,,Z,Äigrumäe,2026-05-23 07:59:48+03,2026-05-23
2,8,3393,91,59.48132,24.89083,87,,Z,Äigrumäe,2026-05-23 07:59:48+03,2026-05-23
2,8,1186,50,59.43009,24.70725,238,,Z,Väike-Õismäe,2026-05-23 08:00:18+03,2026-05-23
2,8,1236,34,59.41227,24.63517,164,,Z,Väike-Õismäe,2026-05-23 08:00:18+03,2026-05-23
2,8,1474,3,59.44453,24.79764,38,,Z,Äigrumäe,2026-05-23 08:00:18+03,2026-05-23
2,8,1476,62,59.46672,24.83274,205,,Z,Väike-Õismäe,2026-05-23 08:00:18+03,2026-05-23
2,8,1710,19,59.42965,24.70676,61,,Z,Äigrumäe,2026-05-23 08:00:18+03,2026-05-23
2,8,3393,91,59.4813,24.89082,87,,Z,Äigrumäe,2026-05-23 08:00:18+03,2026-05-23
2,8,1186,50,59.42999,24.70694,238,,Z,Väike-Õismäe,2026-05-23 08:00:48+03,2026-05-23
2,8,1236,34,59.41227,24.63517,164,,Z,Väike-Õismäe,2026-05-23 08:00:48+03,2026-05-23
2,8,1474,3,59.44598,24.79992,38,,Z,Äigrumäe,2026-05-23 08:00:48+03,2026-05-23
2,8,1476,62,59.46656,24.83301,205,,Z,Väike-Õismäe,2026-05-23 08:00:48+03,2026-05-23
2,8,1710,19,59.43089,24.71106,58,,Z,Äigrumäe,2026-05-23 08:00:48+03,2026-05-23
2,8,3393,91,59.48132,24.89084,87,,Z,Äigrumäe,2026-05-23 08:00:48+03,2026-05-23
2,8,1186,50,59.42954,24.70555,237,,Z,Väike-Õismäe,2026-05-23 08:01:18+03,2026-05-23
2,8,1236,34,59.41227,24.63517,164,,Z,Väike-Õismäe,2026-05-23 08:01:18+03,2026-05-23
2,8,1474,3,59.44829,24.80344,37,,Z,Äigrumäe,2026-05-23 08:01:18+03,2026-05-23
2,8,1476,62,59.46501,24.8301,225,,Z,Väike-Õismäe,2026-05-23 08:01:18+03,2026-05-23
2,8,1710,19,59.43135,24.71258,59,,Z,Äigrumäe,2026-05-23 08:01:18+03,2026-05-23
2,8,3393,91,59.48134,24.89085,87,,Z,Äigrumäe,2026-05-23 08:01:18+03,2026-05-23
2,8,1186,50,59.4294,24.69966,277,,Z,Väike-Õismäe,2026-05-23 08:01:48+03,2026-05-23
2,8,1236,34,59.41227,24.63517,164,,Z,Väike-Õismäe,2026-05-23 08:01:48+03,2026-05-23
2,8,1474,3,59.45007,24.80597,34,,Z,Äigrumäe,2026-05-23 08:01:48+03,2026-05-23
2,8,1476,62,59.46351,24.82701,228,,Z,Väike-Õismäe,2026-05-23 08:01:48+03,2026-05-23
2,8,1710,19,59.43239,24.71565,56,,Z,Äigrumäe,2026-05-23 08:01:48+03,2026-05-23
2,8,3393,91,59.48132,24.89082,87,,Z,Äigrumäe,2026-05-23 08:01:48+03,2026-05-23
2,8,1186,50,59.42946,24.69857,277,,Z,Väike-Õismäe,2026-05-23 08:02:19+03,2026-05-23
2,8,1236,35,59.41227,24.63517,164,,Z,Äigrumäe,2026-05-23 08:02:19+03,2026-05-23
2,8,1474,3,59.45323,24.80838,16,,Z,Äigrumäe,2026-05-23 08:02:19+03,2026-05-23
2,8,1476,62,59.46327,24.82661,228,,Z,Väike-Õismäe,2026-05-23 08:02:19+03,2026-05-23
2,8,1710,19,59.43348,24.71971,66,,Z,Äigrumäe,2026-05-23 08:02:19+03,2026-05-23
2,8,3393,91,59.48132,24.8908,87,,Z,Äigrumäe,2026-05-23 08:02:19+03,2026-05-23
2,8,1186,50,59.42987,24.69154,274,,Z,Väike-Õismäe,2026-05-23 08:02:49+03,2026-05-23
2,8,1236,35,59.4121,24.63572,164,,Z,Äigrumäe,2026-05-23 08:02:49+03,2026-05-23
2,8,1474,3,59.45622,24.81064,24,,Z,Äigrumäe,2026-05-23 08:02:49+03,2026-05-23
2,8,1476,62,59.46148,24.82115,245,,Z,Väike-Õismäe,2026-05-23 08:02:49+03,2026-05-23
2,8,1710,19,59.43389,24.72185,68,,Z,Äigrumäe,2026-05-23 08:02:49+03,2026-05-23
2,8,3393,91,59.48132,24.89078,87,,Z,Äigrumäe,2026-05-23 08:02:49+03,2026-05-23
2,8,1186,50,59.42987,24.6906,274,,Z,Väike-Õismäe,2026-05-23 08:03:19+03,2026-05-23
2,8,1236,35,59.41273,24.63641,26,,Z,Äigrumäe,2026-05-23 08:03:19+03,2026-05-23
2,8,1474,3,59.45886,24.81403,43,,Z,Äigrumäe,2026-05-23 08:03:19+03,2026-05-23
2,8,1476,62,59.46066,24.81772,244,,Z,Väike-Õismäe,2026-05-23 08:03:19+03,2026-05-23
2,8,1710,19,59.43393,24.72208,68,,Z,Äigrumäe,2026-05-23 08:03:19+03,2026-05-23
2,8,3393,92,59.48125,24.89041,87,,Z,Väike-Õismäe,2026-05-23 08:03:19+03,2026-05-23
2,8,1186,50,59.4294,24.68394,258,,Z,Väike-Õismäe,2026-05-23 08:03:49+03,2026-05-23
2,8,1236,35,59.41285,24.63647,26,,Z,Äigrumäe,2026-05-23 08:03:49+03,2026-05-23
2,8,1474,3,59.46047,24.8186,60,,Z,Äigrumäe,2026-05-23 08:03:49+03,2026-05-23
2,8,1476,62,59.45968,24.81493,231,,Z,Väike-Õismäe,2026-05-23 08:03:49+03,2026-05-23
2,8,1710,19,59.43454,24.72511,66,,Z,Äigrumäe,2026-05-23 08:03:49+03,2026-05-23
2,8,3393,92,59.48178,24.88875,318,,Z,Väike-Õismäe,2026-05-23 08:03:49+03,2026-05-23
2,8,1186,50,59.42858,24.67714,256,,Z,Väike-Õismäe,2026-05-23 08:04:19+03,2026-05-23
2,8,1236,35,59.41237,24.63907,112,,Z,Äigrumäe,2026-05-23 08:04:19+03,2026-05-23
2,8,1474,3,59.46145,24.82244,64,,Z,Äigrumäe,2026-05-23 08:04:19+03,2026-05-23
2,8,1476,62,59.45759,24.81145,216,,Z,Väike-Õismäe,2026-05-23 08:04:19+03,2026-05-23
2,8,1710,19,59.43468,24.72599,66,,Z,Äigrumäe,2026-05-23 08:04:19+03,2026-05-23
2,8,3393,92,59.48394,24.88468,319,,Z,Väike-Õismäe,2026-05-23 08:04:19+03,2026-05-23
2,8,1186,50,59.42817,24.67299,262,,Z,Väike-Õismäe,2026-05-23 08:04:49+03,2026-05-23
2,8,1236,35,59.41226,24.63962,112,,Z,Äigrumäe,2026-05-23 08:04:49+03,2026-05-23
2,8,1474,3,59.46244,24.82557,48,,Z,Äigrumäe,2026-05-23 08:04:49+03,2026-05-23
2,8,1476,62,59.45511,24.8092,204,,Z,Väike-Õismäe,2026-05-23 08:04:49+03,2026-05-23
2,8,1710,19,59.43504,24.73105,85,,Z,Äigrumäe,2026-05-23 08:04:49+03,2026-05-23
2,8,3393,92,59.48597,24.8825,332,,Z,Väike-Õismäe,2026-05-23 08:04:49+03,2026-05-23
2,8,1186,50,59.42773,24.66763,261,,Z,Väike-Õismäe,2026-05-23 08:05:19+03,2026-05-23
2,8,1236,35,59.41282,24.64097,64,,Z,Äigrumäe,2026-05-23 08:05:19+03,2026-05-23
2,8,1474,3,59.46317,24.82716,50,,Z,Äigrumäe,2026-05-23 08:05:19+03,2026-05-23
2,8,1476,62,59.45221,24.80728,196,,Z,Väike-Õismäe,2026-05-23 08:05:19+03,2026-05-23
2,8,1710,19,59.43598,24.73269,352,,Z,Äigrumäe,2026-05-23 08:05:19+03,2026-05-23
2,8,3393,92,59.48646,24.88205,332,,Z,Väike-Õismäe,2026-05-23 08:05:19+03,2026-05-23
2,8,1186,50,59.42685,24.66049,253,,Z,Väike-Õismäe,2026-05-23 08:05:49+03,2026-05-23
2,8,1236,35,59.41388,24.64003,336,,Z,Äigrumäe,2026-05-23 08:05:49+03,2026-05-23
2,8,1474,3,59.4644,24.82946,45,,Z,Äigrumäe,2026-05-23 08:05:49+03,2026-05-23
2,8,1476,62,59.44994,24.80524,209,,Z,Väike-Õismäe,2026-05-23 08:05:49+03,2026-05-23
2,8,1710,19,59.43683,24.7333,15,,Z,Äigrumäe,2026-05-23 08:05:49+03,2026-05-23
2,8,3393,92,59.48903,24.88088,357,,Z,Väike-Õismäe,2026-05-23 08:05:49+03,2026-05-23
2,8,1186,50,59.42631,24.6577,247,,Z,Väike-Õismäe,2026-05-23 08:06:19+03,2026-05-23
2,8,1236,35,59.41503,24.63958,348,,Z,Äigrumäe,2026-05-23 08:06:19+03,2026-05-23
2,8,1474,3,59.4658,24.83204,45,,Z,Äigrumäe,2026-05-23 08:06:19+03,2026-05-23
2,8,1476,62,59.44771,24.80199,216,,Z,Väike-Õismäe,2026-05-23 08:06:19+03,2026-05-23
2,8,1710,19,59.43869,24.73535,40,,Z,Äigrumäe,2026-05-23 08:06:19+03,2026-05-23
2,8,3393,92,59.49077,24.88009,345,,Z,Väike-Õismäe,2026-05-23 08:06:19+03,2026-05-23
2,8,1186,50,59.42526,24.65325,246,,Z,Väike-Õismäe,2026-05-23 08:06:50+03,2026-05-23
2,8,1236,35,59.41575,24.63968,4,,Z,Äigrumäe,2026-05-23 08:06:50+03,2026-05-23
2,8,1474,3,59.46723,24.8338,25,,Z,Äigrumäe,2026-05-23 08:06:50+03,2026-05-23
2,8,1476,62,59.44552,24.79864,218,,Z,Väike-Õismäe,2026-05-23 08:06:50+03,2026-05-23
2,8,1710,19,59.43959,24.73785,60,,Z,Äigrumäe,2026-05-23 08:06:50+03,2026-05-23
2,8,3393,92,59.49084,24.88004,345,,Z,Väike-Õismäe,2026-05-23 08:06:50+03,2026-05-23
2,8,1186,50,59.4241,24.64869,239,,Z,Väike-Õismäe,2026-05-23 08:07:20+03,2026-05-23
2,8,1236,35,59.41752,24.64057,21,,Z,Äigrumäe,2026-05-23 08:07:20+03,2026-05-23
2,8,1474,3,59.46795,24.83407,11,,Z,Äigrumäe,2026-05-23 08:07:20+03,2026-05-23
2,8,1476,62,59.44366,24.79569,220,,Z,Väike-Õismäe,2026-05-23 08:07:20+03,2026-05-23
2,8,1710,19,59.44056,24.74028,51,,Z,Äigrumäe,2026-05-23 08:07:20+03,2026-05-23
2,8,3393,92,59.49072,24.87891,345,,Z,Väike-Õismäe,2026-05-23 08:07:20+03,2026-05-23
2,8,1186,50,59.42363,24.64722,238,,Z,Väike-Õismäe,2026-05-23 08:07:50+03,2026-05-23
2,8,1236,35,59.41935,24.64417,59,,Z,Äigrumäe,2026-05-23 08:07:50+03,2026-05-23
2,8,1474,3,59.46973,24.83499,14,,Z,Äigrumäe,2026-05-23 08:07:50+03,2026-05-23
2,8,1476,62,59.44273,24.7923,256,,Z,Väike-Õismäe,2026-05-23 08:07:50+03,2026-05-23
2,8,1710,19,59.44198,24.74392,52,,Z,Äigrumäe,2026-05-23 08:07:50+03,2026-05-23
2,8,3393,92,59.48966,24.87541,239,,Z,Väike-Õismäe,2026-05-23 08:07:50+03,2026-05-23
2,8,1186,50,59.42309,24.64574,264,,Z,Väike-Õismäe,2026-05-23 08:08:20+03,2026-05-23
