stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station,thoreb_id,date,source
1326,12502-1,Veerenni,,59.42559,24.74904,,,,1326,2026-05-23,gtfs
1358,13302-1,Veerenni,,59.42415,24.74945,,,,1358,2026-05-23,gtfs
134191,12912-1,Veduri,,59.41669,24.75306,,,,4277,2026-05-23,gtfs
134189,12910-1,Viadukti,,59.4175,24.75983,,,,4275,2026-05-23,gtfs
134190,12911-1,Viadukti,,59.4176,24.75872,,,,4276,2026-05-23,gtfs
3890,21211-1,Viru keskus 1,,59.4358,24.7564,,,,3890,2026-05-23,gtfs
3891,21212-1,Viru keskus 2,,59.43595,24.75667,,,,3891,2026-05-23,gtfs
3892,21213-1,Viru keskus 3,,59.43605,24.75644,,,,3892,2026-05-23,gtfs
3893,21214-1,Viru keskus 4,,59.43621,24.75672,,,,3893,2026-05-23,gtfs
3894,21215-1,Viru keskus 5,,59.43647,24.75669,,,,3894,2026-05-23,gtfs
3895,21216-1,Viru keskus 6,,59.43667,24.75665,,,,3895,2026-05-23,gtfs
876,02604-1,Retke tee,,59.40296,24.70772,,,,876,2026-05-23,gtfs
1074,07209-1,Sõjakooli,,59.40234,24.71852,,,,1074,2026-05-23,gtfs
1075,07210-1,Sõjakooli,,59.40256,24.7171,,,,1075,2026-05-23,gtfs
1114,07905-1,Hipodroom,,59.42829,24.70912,,,,1114,2026-05-23,gtfs
1132,08901-1,Hipodroom,,59.42898,24.70719,,,,1132,2026-05-23,gtfs
1134,08903-1,Mooni,,59.42768,24.7137,,,,1134,2026-05-23,gtfs
1135,08904-1,Taksopark,,59.42747,24.72195,,,,1135,2026-05-23,gtfs
1136,08905-1,Taksopark,,59.42777,24.71901,,,,1136,2026-05-23,gtfs
150409,00149-1,Löwenruh,,59.41863,24.69285,,,,6289,2026-05-23,gtfs
1119,08201-1,Laki,,59.41694,24.67974,,,,1119,2026-05-23,gtfs
1058,06904-1,Kotka,,59.42119,24.72964,,,,1058,2026-05-23,gtfs
1059,06905-1,Kotka,,59.42031,24.7298,,,,1059,2026-05-23,gtfs
1055,06901-1,Ööbiku,,59.41541,24.73238,,,,1055,2026-05-23,gtfs
1065,07104-1,Ööbiku,,59.41463,24.73248,,,,1065,2026-05-23,gtfs
1122,08204-1,Forelli,,59.42009,24.68364,,,,1122,2026-05-23,gtfs
1124,08206-1,Forelli,,59.42047,24.68364,,,,1124,2026-05-23,gtfs
1070,07205-1,Nõmme tee,,59.41097,24.71607,,,,1070,2026-05-23,gtfs
1099,07706-1,Nõmme tee,,59.41141,24.71461,,,,1099,2026-05-23,gtfs
1062,07101-1,Västriku,,59.40903,24.72502,,,,1062,2026-05-23,gtfs
1071,07206-1,Västriku,,59.40897,24.72462,,,,1071,2026-05-23,gtfs
1096,07703-1,Vilja,,59.41256,24.70869,,,,1096,2026-05-23,gtfs
1117,08101-1,Aiandi,,59.41482,24.69138,,,,1117,2026-05-23,gtfs
1115,07906-1,Hipodroom,,59.4284,24.70343,,,,1115,2026-05-23,gtfs
1123,08205-1,Löwenruh,,59.4179,24.69383,,,,1123,2026-05-23,gtfs
150408,00148-1,Löwenruh,,59.41879,24.69506,,,,6288,2026-05-23,gtfs
1116,08001-1,Marja,,59.42219,24.69833,,,,1116,2026-05-23,gtfs
1125,08302-1,Marja,,59.42127,24.69693,,,,1125,2026-05-23,gtfs
1112,07903-1,Välja,,59.42527,24.70106,,,,1112,2026-05-23,gtfs
1113,07904-1,Välja,,59.4254,24.70077,,,,1113,2026-05-23,gtfs
1057,06903-1,Hauka,,59.42174,24.72466,,,,1057,2026-05-23,gtfs
1107,07806-1,Hauka,,59.42075,24.72354,,,,1107,2026-05-23,gtfs
1056,06902-1,Koolimaja,,59.4184,24.72177,,,,1056,2026-05-23,gtfs
1093,07602-1,Koolimaja,,59.41745,24.72066,,,,1093,2026-05-23,gtfs
1060,07001-1,Nõmme tee,,59.41165,24.71574,,,,1060,2026-05-23,gtfs
1100,07707-1,Nõmme tee,,59.41031,24.71426,,,,1100,2026-05-23,gtfs
1061,07002-1,Räägu,,59.415,24.71874,,,,1061,2026-05-23,gtfs
1101,07708-1,Räägu,,59.41433,24.71788,,,,1101,2026-05-23,gtfs
1067,07202-1,Tüve,,59.40574,24.71013,,,,1067,2026-05-23,gtfs
1094,07701-1,Tüve,,59.40521,24.7092,,,,1094,2026-05-23,gtfs
1133,08902-1,Hipodroom,,59.42988,24.70637,,,,1133,2026-05-23,gtfs
1138,08907-1,Lille,,59.43125,24.71252,,,,1138,2026-05-23,gtfs
1139,08908-1,Lille,,59.43214,24.71359,,,,1139,2026-05-23,gtfs
1140,08909-1,Ristiku,,59.43332,24.71946,,,,1140,2026-05-23,gtfs
1141,08910-1,Ristiku,,59.43385,24.72119,,,,1141,2026-05-23,gtfs
1053,06801-1,Järve,,59.40002,24.72813,,,,1053,2026-05-23,gtfs
10470,06803-1,Järve,,59.40166,24.72829,,,,10470,2026-05-23,gtfs
1054,06802-1,Virve,,59.39769,24.72596,,,,1054,2026-05-23,gtfs
1050,06701-1,Energia,,59.39715,24.71041,,,,1050,2026-05-23,gtfs
1051,06702-1,Energia,,59.39665,24.70981,,,,1051,2026-05-23,gtfs
3843,06704-1,Energia,,59.39784,24.71067,,,,3843,2026-05-23,gtfs
1052,06703-1,Tuisu,,59.40025,24.71097,,,,1052,2026-05-23,gtfs
1066,07201-1,Tuisu,,59.40137,24.71124,,,,1066,2026-05-23,gtfs
1105,07804-1,Koskla,,59.42455,24.71737,,,,1105,2026-05-23,gtfs
1106,07805-1,Koskla,,59.42556,24.71774,,,,1106,2026-05-23,gtfs
1097,07704-1,Linnu tee,,59.41336,24.70824,,,,1097,2026-05-23,gtfs
1098,07705-1,Linnu tee,,59.41465,24.70863,,,,1098,2026-05-23,gtfs
10806,07709-1,Linnu tee,,59.41253,24.70707,,,,10806,2026-05-23,gtfs
1092,07601-1,Tedre,,59.41936,24.71237,,,,1092,2026-05-23,gtfs
1102,07801-1,Tedre,,59.41977,24.7132,,,,1102,2026-05-23,gtfs
1103,07802-1,Tihase,,59.42275,24.71533,,,,1103,2026-05-23,gtfs
3842,06705-1,Järve haigla,,59.39548,24.71552,,,,3842,2026-05-23,gtfs
1068,07203-1,Marsi,,59.4053,24.71786,,,,1068,2026-05-23,gtfs
1069,07204-1,Marsi,,59.40494,24.71651,,,,1069,2026-05-23,gtfs
1063,07102-1,Tondi,,59.4105,24.73147,,,,1063,2026-05-23,gtfs
1064,07103-1,Tondi,,59.41103,24.73226,,,,1064,2026-05-23,gtfs
1084,07406-1,Tondi,,59.41132,24.73406,,,,1084,2026-05-23,gtfs
1072,07207-1,Västriku,,59.40789,24.72484,,,,1072,2026-05-23,gtfs
1073,07208-1,Västriku,,59.40781,24.7236,,,,1073,2026-05-23,gtfs
1108,07807-1,Lilleküla jaam,,59.42425,24.72491,,,,1108,2026-05-23,gtfs
1109,07808-1,Lilleküla jaam,,59.42392,24.72511,,,,1109,2026-05-23,gtfs
1137,08906-1,Taksopark,,59.42801,24.72033,,,,1137,2026-05-23,gtfs
14380,07809-1,Taksopark,,59.42624,24.72151,,,,14380,2026-05-23,gtfs
1142,08911-1,Ülase,,59.43068,24.71809,,,,1142,2026-05-23,gtfs
1143,08912-1,Ülase,,59.43097,24.7182,,,,1143,2026-05-23,gtfs
14429,16111-1,Lendtähe,,59.44216,24.85441,,,,14429,2026-05-23,gtfs
14431,16107-1,Lendtähe,,59.44158,24.85082,,,,14431,2026-05-23,gtfs
164033,14811-1,Pae,,59.42521,24.7932,,,,6884,2026-05-23,gtfs
14432,16108-1,Tähesaju tee,,59.44342,24.85946,,,,14432,2026-05-23,gtfs
14433,16112-1,Tähesaju tee,,59.44375,24.86183,,,,14433,2026-05-23,gtfs
128592,13510-1,Kaubajaama,,59.42213,24.81085,,,,130,2026-05-23,gtfs
1400,14503-1,Betooni,,59.42632,24.85092,,,,1400,2026-05-23,gtfs
1401,14504-1,Betooni,,59.42588,24.85099,,,,1401,2026-05-23,gtfs
1386,13901-1,Betooni põik,,59.42401,24.85646,,,,1386,2026-05-23,gtfs
1387,13902-1,Betooni põik,,59.4238,24.85649,,,,1387,2026-05-23,gtfs
1398,14501-1,Gaasi,,59.43054,24.84805,,,,1398,2026-05-23,gtfs
1399,14502-1,Gaasi,,59.43086,24.84761,,,,1399,2026-05-23,gtfs
1388,14001-1,Sõstramäe,,59.42624,24.86666,,,,1388,2026-05-23,gtfs
1389,14002-1,Sõstramäe,,59.4263,24.86749,,,,1389,2026-05-23,gtfs
157056,09715-1,Gaasi,,59.43206,24.84745,,,,6545,2026-05-23,gtfs
1488,16503-1,Iru hooldekodu,,59.45294,24.90529,,,,1488,2026-05-23,gtfs
130347,16510-1,Iru hooldekodu,,59.45296,24.90532,,,,213,2026-05-23,gtfs
143177,16512-1,Kuuskivi,,59.45066,24.89783,,,,5968,2026-05-23,gtfs
143544,16512-2,Kuuskivi,,59.45067,24.89794,,,,5975,2026-05-23,gtfs
1458,15603-1,J. Smuuli tee,,59.43487,24.83045,,,,1458,2026-05-23,gtfs
3674,15606-1,J. Smuuli tee,,59.43328,24.83136,,,,3674,2026-05-23,gtfs
1453,15308-1,Kalevipoja,,59.43582,24.829,,,,1453,2026-05-23,gtfs
1457,15602-1,Kalevipoja,,59.43683,24.82854,,,,1457,2026-05-23,gtfs
1443,15201-1,Liikuri,,59.4418,24.82284,,,,1443,2026-05-23,gtfs
1511,17601-1,Liikuri,,59.44344,24.82215,,,,1511,2026-05-23,gtfs
12992,13806-1,Ruunaoja,,59.41695,24.84472,,,,12992,2026-05-23,gtfs
1397,14406-1,Sõjamäe raba,,59.43054,24.83457,,,,1397,2026-05-23,gtfs
1404,14603-1,Sõjamäe raba,,59.43052,24.83396,,,,1404,2026-05-23,gtfs
12993,14606-1,Vesse,,59.42853,24.83569,,,,12993,2026-05-23,gtfs
12995,14607-1,Vesse,,59.42719,24.83769,,,,12995,2026-05-23,gtfs
1473,16102-1,K. Kärberi,,59.44509,24.87733,,,,1473,2026-05-23,gtfs
1474,16103-1,K. Kärberi,,59.44539,24.8797,,,,1474,2026-05-23,gtfs
1483,16303-1,Priisle,,59.44751,24.89134,,,,1483,2026-05-23,gtfs
1486,16501-1,Priisle,,59.44779,24.89324,,,,1486,2026-05-23,gtfs
4029,16506-1,Priisle,,59.44721,24.8972,,,,4029,2026-05-23,gtfs
1475,16104-1,Reinu,,59.44639,24.88585,,,,1475,2026-05-23,gtfs
1481,16301-1,Reinu,,59.44639,24.88652,,,,1481,2026-05-23,gtfs
155062,09708-1,Ülemiste linnak,,59.4206,24.79928,,,,5698,2026-05-23,gtfs
1394,14402-1,Kuuli,,59.43575,24.85798,,,,1394,2026-05-23,gtfs
1469,16002-1,Kuuli,,59.43644,24.85806,,,,1469,2026-05-23,gtfs
4008,16206-1,Kiviku,,59.44301,24.88158,,,,4008,2026-05-23,gtfs
4022,16206-2,Kiviku,,59.44314,24.8824,,,,4022,2026-05-23,gtfs
4037,16105-1,Kiviku,,59.44418,24.88384,,,,4037,2026-05-23,gtfs
1454,15501-1,Kotka kauplus,,59.43988,24.83077,,,,1454,2026-05-23,gtfs
1456,15601-1,Kotka kauplus,,59.43952,24.83268,,,,1456,2026-05-23,gtfs
1437,15105-1,Kumu,,59.4353,24.79819,,,,1437,2026-05-23,gtfs
1438,15106-1,Kumu,,59.43473,24.79914,,,,1438,2026-05-23,gtfs
1462,15702-1,Laagna,,59.4404,24.84323,,,,1462,2026-05-23,gtfs
1465,15801-1,Laagna,,59.44002,24.84479,,,,1465,2026-05-23,gtfs
13026,15111-1,Mehaanikakool,,59.43567,24.80616,,,,13026,2026-05-23,gtfs
1472,16101-1,Mustakivi,,59.44316,24.87191,,,,1472,2026-05-23,gtfs
1476,16201-1,Mustakivi,,59.4428,24.87559,,,,1476,2026-05-23,gtfs
1444,15202-1,Paesilla,,59.43871,24.81714,,,,1444,2026-05-23,gtfs
1445,15203-1,Paesilla,,59.43823,24.81746,,,,1445,2026-05-23,gtfs
4033,16505-1,Priisle,,59.44656,24.89656,,,,4033,2026-05-23,gtfs
4026,16403-1,Rauna,,59.44479,24.88995,,,,4026,2026-05-23,gtfs
4035,16304-1,Rauna,,59.44538,24.89058,,,,4035,2026-05-23,gtfs
14254,16106-1,Sabatähe,,59.4413,24.85849,,,,14254,2026-05-23,gtfs
3846,16006-1,Taevakivi,,59.44131,24.8619,,,,3846,2026-05-23,gtfs
12120,16008-1,Taevakivi,,59.44242,24.8651,,,,12120,2026-05-23,gtfs
138215,13513-1,Lennujaam,,59.41814,24.79954,,,,708,2026-05-23,gtfs
138868,13514-1,Lennujaam,,59.41843,24.79845,,,,5720,2026-05-23,gtfs
138869,13513-2,Lennujaam,,59.41821,24.79905,,,,5721,2026-05-23,gtfs
1461,15701-1,Loitsu,,59.44401,24.83972,,,,1461,2026-05-23,gtfs
1508,17401-1,Loitsu,,59.44433,24.83911,,,,1508,2026-05-23,gtfs
1455,15502-1,Vana-Kuuli,,59.44322,24.82953,,,,1455,2026-05-23,gtfs
1503,17001-1,Kuristiku,,59.44946,24.8682,,,,1503,2026-05-23,gtfs
1504,17002-1,Kuristiku,,59.44956,24.86948,,,,1504,2026-05-23,gtfs
145582,16908-1,Linnamäe tee,,59.44844,24.86403,,,,6019,2026-05-23,gtfs
1496,16801-1,Priisle kauplus,,59.44962,24.87972,,,,1496,2026-05-23,gtfs
1497,16802-1,Priisle kauplus,,59.44932,24.88133,,,,1497,2026-05-23,gtfs
128583,13504-1,Dvigatel,,59.42145,24.80203,,,,124,2026-05-23,gtfs
128587,13505-1,Dvigatel,,59.42236,24.80231,,,,125,2026-05-23,gtfs
128589,13507-1,Lõõtsa,,59.42082,24.80232,,,,127,2026-05-23,gtfs
1477,16202-1,Mahtra,,59.43925,24.8747,,,,1477,2026-05-23,gtfs
1478,16203-1,Mahtra,,59.43945,24.87618,,,,1478,2026-05-23,gtfs
164096,00019-1,Majaka põik,,59.42694,24.79816,,,,6897,2026-05-23,gtfs
1418,14801-1,Majaka,,59.42997,24.78653,,,,1418,2026-05-23,gtfs
1419,14802-1,Majaka,,59.42996,24.78656,,,,1419,2026-05-23,gtfs
1420,14803-1,Majaka,,59.42989,24.78634,,,,1420,2026-05-23,gtfs
1421,14804-1,Majaka,,59.4299,24.78632,,,,1421,2026-05-23,gtfs
1424,14901-1,Majaka põik,,59.42656,24.79662,,,,1424,2026-05-23,gtfs
1425,14902-1,Majaka põik,,59.42651,24.7964,,,,1425,2026-05-23,gtfs
164038,14812-1,Majaka põik,,59.42668,24.79634,,,,6886,2026-05-23,gtfs
1422,14805-1,Sikupilli,,59.42811,24.79212,,,,1422,2026-05-23,gtfs
1423,14806-1,Sikupilli,,59.42806,24.79187,,,,1423,2026-05-23,gtfs
3679,14809-1,Sikupilli,,59.42805,24.7919,,,,3679,2026-05-23,gtfs
4320,14810-1,Sikupilli,,59.42812,24.79209,,,,4320,2026-05-23,gtfs
1498,16901-1,Läänemere tee,,59.45044,24.86073,,,,1498,2026-05-23,gtfs
1507,17103-1,Läänemere tee,,59.4504,24.86019,,,,1507,2026-05-23,gtfs
137667,16906-1,Linnamäe tee,,59.44848,24.86223,,,,5615,2026-05-23,gtfs
145581,16907-1,Linnamäe tee,,59.44781,24.86215,,,,5758,2026-05-23,gtfs
1489,16504-1,Iru,,59.46002,24.90427,,,,1489,2026-05-23,gtfs
1499,16902-1,Jussi,,59.45408,24.8618,,,,1499,2026-05-23,gtfs
1500,16903-1,Jussi,,59.45411,24.86272,,,,1500,2026-05-23,gtfs
1505,17101-1,Katleri,,59.45136,24.84784,,,,1505,2026-05-23,gtfs
1506,17102-1,Katleri,,59.45123,24.84949,,,,1506,2026-05-23,gtfs
1494,16703-1,Kelluka tee,,59.45483,24.87905,,,,1494,2026-05-23,gtfs
1495,16704-1,Kelluka tee,,59.45473,24.87932,,,,1495,2026-05-23,gtfs
1501,16904-1,Kose tee,,59.45506,24.8712,,,,1501,2026-05-23,gtfs
1502,16905-1,Kose tee,,59.45483,24.86958,,,,1502,2026-05-23,gtfs
1514,17802-1,Lasnamägi,,59.44501,24.81564,,,,1514,2026-05-23,gtfs
13727,17504-1,Loopealse,,59.45219,24.83799,,,,13727,2026-05-23,gtfs
13728,17507-1,Loopealse,,59.45182,24.83972,,,,13728,2026-05-23,gtfs
13328,17506-1,Meeliku,,59.45112,24.83334,,,,13328,2026-05-23,gtfs
13329,17503-1,Meeliku,,59.45067,24.83296,,,,13329,2026-05-23,gtfs
1509,17501-1,Paevälja,,59.44823,24.82691,,,,1509,2026-05-23,gtfs
1510,17502-1,Paevälja,,59.44845,24.82882,,,,1510,2026-05-23,gtfs
1470,16003-1,Osmussaare,,59.43554,24.86399,,,,1470,2026-05-23,gtfs
1471,16004-1,Osmussaare,,59.43587,24.86653,,,,1471,2026-05-23,gtfs
1459,15604-1,P. Pinna,,59.43551,24.83673,,,,1459,2026-05-23,gtfs
1412,14707-1,Kiive,,59.43011,24.80735,,,,1412,2026-05-23,gtfs
1441,15109-1,Kiive,,59.42984,24.80634,,,,1441,2026-05-23,gtfs
1451,15306-1,Paesilla,,59.43785,24.81894,,,,1451,2026-05-23,gtfs
1448,15303-1,Uus-Pae,,59.43568,24.81921,,,,1448,2026-05-23,gtfs
1449,15304-1,Uus-Pae,,59.43565,24.8182,,,,1449,2026-05-23,gtfs
1450,15305-1,Paesilla,,59.43791,24.81774,,,,1450,2026-05-23,gtfs
1452,15307-1,Paesilla,,59.43861,24.8199,,,,1452,2026-05-23,gtfs
1433,15101-1,Asunduse,,59.43096,24.7924,,,,1433,2026-05-23,gtfs
1434,15102-1,Asunduse,,59.43111,24.79306,,,,1434,2026-05-23,gtfs
164487,14813-1,Majaka,,59.4284,24.78951,,,,21,2026-05-23,gtfs
1435,15103-1,Pallasti,,59.43346,24.79741,,,,1435,2026-05-23,gtfs
1436,15104-1,Pallasti,,59.43415,24.7983,,,,1436,2026-05-23,gtfs
1390,14003-1,Paneeli,,59.42827,24.86956,,,,1390,2026-05-23,gtfs
1391,14004-1,Paneeli,,59.42842,24.8697,,,,1391,2026-05-23,gtfs
1392,14302-1,Pikamägi,,59.43359,24.86562,,,,1392,2026-05-23,gtfs
1393,14303-1,Pikamägi,,59.43353,24.86593,,,,1393,2026-05-23,gtfs
10792,14405-1,Gaasi,,59.43164,24.84848,,,,10792,2026-05-23,gtfs
1416,14711-1,Jüriöö park,,59.42713,24.82017,,,,1416,2026-05-23,gtfs
1417,14712-1,Jüriöö park,,59.42686,24.82142,,,,1417,2026-05-23,gtfs
3395,14808-1,Kivimurru,,59.42507,24.79489,,,,3395,2026-05-23,gtfs
1428,14905-1,Pae,,59.4262,24.80102,,,,1428,2026-05-23,gtfs
1429,14906-1,Pae,,59.42586,24.80173,,,,1429,2026-05-23,gtfs
13012,13010-1,Peterburi tee,,59.42416,24.78808,,,,13012,2026-05-23,gtfs
1405,14701-1,Suur-Paala,,59.4269,24.81404,,,,1405,2026-05-23,gtfs
1407,14702-1,Suur-Paala,,59.42674,24.81421,,,,1407,2026-05-23,gtfs
1408,14703-1,Suur-Paala,,59.42678,24.81467,,,,1408,2026-05-23,gtfs
1409,14704-1,Suur-Paala,,59.42667,24.8159,,,,1409,2026-05-23,gtfs
1410,14705-1,Väike-Paala,,59.42629,24.80956,,,,1410,2026-05-23,gtfs
1411,14706-1,Väike-Paala,,59.42646,24.80806,,,,1411,2026-05-23,gtfs
164090,00018-1,Väike-Paala,,59.42668,24.81052,,,,6895,2026-05-23,gtfs
1402,14601-1,Vesse,,59.42982,24.83755,,,,1402,2026-05-23,gtfs
1403,14602-1,Vesse,,59.42945,24.83745,,,,1403,2026-05-23,gtfs
143178,16513-1,Kuuskivi,,59.45077,24.89706,,,,5969,2026-05-23,gtfs
143510,16513-2,Kuuskivi,,59.45075,24.89712,,,,5972,2026-05-23,gtfs
13431,16509-1,Reidumägi,,59.45249,24.89046,,,,13431,2026-05-23,gtfs
13432,16511-1,Reidumägi,,59.4528,24.88906,,,,13432,2026-05-23,gtfs
1493,16702-1,Tondi mägi,,59.45442,24.8843,,,,1493,2026-05-23,gtfs
126958,14407-1,Lasnamäe turg,,59.4357,24.84345,,,,85,2026-05-23,gtfs
145993,16011-1,Mustakivisilla,,59.43992,24.86592,,,,6061,2026-05-23,gtfs
145994,16012-1,Mustakivisilla,,59.44013,24.86618,,,,6062,2026-05-23,gtfs
1396,14404-1,P. Pinna,,59.43495,24.83821,,,,1396,2026-05-23,gtfs
1460,15605-1,P. Pinna,,59.43465,24.83473,,,,1460,2026-05-23,gtfs
1413,14708-1,Paala,,59.43199,24.814,,,,1413,2026-05-23,gtfs
1442,15110-1,Paala,,59.43211,24.81311,,,,1442,2026-05-23,gtfs
1415,14710-1,Paekaare,,59.43291,24.82476,,,,1415,2026-05-23,gtfs
1447,15302-1,Paekaare,,59.43342,24.82702,,,,1447,2026-05-23,gtfs
1395,14403-1,Pikri,,59.43642,24.84784,,,,1395,2026-05-23,gtfs
1466,15802-1,Pikri,,59.43635,24.84596,,,,1466,2026-05-23,gtfs
1414,14709-1,Punane,,59.43232,24.81973,,,,1414,2026-05-23,gtfs
1446,15301-1,Punane,,59.43238,24.81849,,,,1446,2026-05-23,gtfs
145991,16009-1,Taevapuna,,59.43863,24.85964,,,,6059,2026-05-23,gtfs
145992,16010-1,Taevapuna,,59.43855,24.85816,,,,6060,2026-05-23,gtfs
1479,16204-1,Raadiku,,59.44143,24.8784,,,,1479,2026-05-23,gtfs
1480,16205-1,Raadiku,,59.44146,24.88034,,,,1480,2026-05-23,gtfs
4015,16207-1,Raadikusilla,,59.44225,24.88342,,,,4015,2026-05-23,gtfs
1365,13406-1,Dvigatel,,59.42296,24.80311,,,,1365,2026-05-23,gtfs
4050,13401-1,Järvevana,,59.42293,24.78878,,,,4050,2026-05-23,gtfs
4051,13402-1,Järvevana,,59.42271,24.78911,,,,4051,2026-05-23,gtfs
1369,13502-1,Kaubajaama,,59.42285,24.81199,,,,1369,2026-05-23,gtfs
1370,13503-1,Kesk-Sõjamäe,,59.42212,24.82092,,,,1370,2026-05-23,gtfs
1374,13701-1,Kesk-Sõjamäe,,59.42236,24.82114,,,,1374,2026-05-23,gtfs
133742,13807-1,Nuia,,59.41569,24.85379,,,,4232,2026-05-23,gtfs
133743,13808-1,Nuia,,59.41587,24.8514,,,,4233,2026-05-23,gtfs
1375,13702-1,Orto,,59.42105,24.82538,,,,1375,2026-05-23,gtfs
1376,13703-1,Orto,,59.4208,24.82578,,,,1376,2026-05-23,gtfs
1383,13803-1,Raudbetooni,,59.41586,24.85865,,,,1383,2026-05-23,gtfs
1384,13804-1,Raudbetooni,,59.41567,24.86108,,,,1384,2026-05-23,gtfs
1381,13801-1,Ruunaoja,,59.41588,24.84328,,,,1381,2026-05-23,gtfs
1382,13802-1,Ruunaoja,,59.41565,24.84427,,,,1382,2026-05-23,gtfs
1385,13805-1,Sõjamäe,,59.41613,24.86524,,,,1385,2026-05-23,gtfs
1379,13706-1,Suur-Sõjamäe,,59.41681,24.83822,,,,1379,2026-05-23,gtfs
1380,13707-1,Suur-Sõjamäe,,59.41647,24.83879,,,,1380,2026-05-23,gtfs
1377,13704-1,Tubaka,,59.4193,24.83074,,,,1377,2026-05-23,gtfs
1378,13705-1,Tubaka,,59.41905,24.83109,,,,1378,2026-05-23,gtfs
1362,13403-1,Ülemiste jaam,,59.42316,24.79516,,,,1362,2026-05-23,gtfs
1363,13404-1,Ülemiste jaam,,59.42296,24.79297,,,,1363,2026-05-23,gtfs
4031,16605-1,Priisle,,59.44597,24.89796,,,,4031,2026-05-23,gtfs
1490,16601-1,Seli,,59.44492,24.89661,,,,1490,2026-05-23,gtfs
1491,16602-1,Seli,,59.4443,24.89682,,,,1491,2026-05-23,gtfs
3678,16603-1,Seli,,59.44501,24.89798,,,,3678,2026-05-23,gtfs
1484,16401-1,Ümera,,59.4436,24.89001,,,,1484,2026-05-23,gtfs
1485,16402-1,Ümera,,59.44354,24.89059,,,,1485,2026-05-23,gtfs
1482,16302-1,Ussimäe tee,,59.4488,24.89076,,,,1482,2026-05-23,gtfs
1487,16502-1,Ussimäe tee,,59.44911,24.89195,,,,1487,2026-05-23,gtfs
13199,15112-1,Hundikuristiku,,59.44005,24.80628,,,,13199,2026-05-23,gtfs
13200,15113-1,Hundikuristiku,,59.441,24.8086,,,,13200,2026-05-23,gtfs
10808,15100-1,Kumu,,59.4355,24.79838,,,,10808,2026-05-23,gtfs
10809,15204-1,Kumu,,59.4361,24.79883,,,,10809,2026-05-23,gtfs
1439,15107-1,Uuslinn,,59.43805,24.802,,,,1439,2026-05-23,gtfs
1440,15108-1,Uuslinn,,59.43812,24.80251,,,,1440,2026-05-23,gtfs
128588,13506-1,Lõõtsa,,59.42027,24.80294,,,,126,2026-05-23,gtfs
128590,13508-1,Valukoja,,59.42031,24.80831,,,,128,2026-05-23,gtfs
128591,13509-1,Valukoja,,59.42036,24.81032,,,,129,2026-05-23,gtfs
1512,17602-1,Vana-Kuuli,,59.44389,24.82822,,,,1512,2026-05-23,gtfs
1467,15803-1,Varraku,,59.4382,24.85132,,,,1467,2026-05-23,gtfs
1468,16001-1,Varraku,,59.43878,24.85124,,,,1468,2026-05-23,gtfs
1463,15703-1,Virbi,,59.44372,24.84674,,,,1463,2026-05-23,gtfs
1464,15704-1,Virbi,,59.44285,24.84713,,,,1464,2026-05-23,gtfs
138352,15311-1,Võidujooksu,,59.43568,24.81225,,,,5653,2026-05-23,gtfs
138353,15312-1,Võidujooksu,,59.43602,24.81168,,,,5654,2026-05-23,gtfs
140953,02303-1,Mustamäe tee,,59.40785,24.68922,,,,5839,2026-05-23,gtfs
904,03104-1,Autobussikoondis,,59.41049,24.66565,,,,904,2026-05-23,gtfs
912,03205-1,Karjavälja,,59.40886,24.68274,,,,912,2026-05-23,gtfs
860,02108-1,Lakiotsa,,59.40993,24.67364,,,,860,2026-05-23,gtfs
910,03203-1,Lakiotsa,,59.40957,24.67487,,,,910,2026-05-23,gtfs
861,02109-1,Mustamäe tee,,59.40798,24.6869,,,,861,2026-05-23,gtfs
877,02605-1,Retke tee,,59.40361,24.7066,,,,877,2026-05-23,gtfs
863,02111-1,Sipelga,,59.40698,24.69347,,,,863,2026-05-23,gtfs
913,03206-1,Sipelga,,59.4064,24.69511,,,,913,2026-05-23,gtfs
927,03505-1,Kadaka,,59.40335,24.65627,,,,927,2026-05-23,gtfs
3110,01801-1,Kadaka,,59.40466,24.65491,,,,3110,2026-05-23,gtfs
881,02801-1,Keemia,,59.39701,24.66878,,,,881,2026-05-23,gtfs
882,02802-1,Keemia,,59.39712,24.66806,,,,882,2026-05-23,gtfs
920,03501-1,Mustamäe,,59.39968,24.66084,,,,920,2026-05-23,gtfs
922,03404-1,Mustamäe,,59.39956,24.66084,,,,922,2026-05-23,gtfs
923,03502-1,Mustamäe,,59.40004,24.65948,,,,923,2026-05-23,gtfs
924,03503-1,Mustamäe,,59.40098,24.65806,,,,924,2026-05-23,gtfs
925,03503-2,Mustamäe,,59.40117,24.65768,,,,925,2026-05-23,gtfs
136255,01803-1,Pöörise,,59.40559,24.65311,,,,3753,2026-05-23,gtfs
136256,03506-1,Pöörise,,59.40613,24.65176,,,,4586,2026-05-23,gtfs
926,03504-1,Raja,,59.39759,24.66319,,,,926,2026-05-23,gtfs
907,03107-1,Akadeemia tee,,59.40177,24.6606,,,,907,2026-05-23,gtfs
921,03405-1,Akadeemia tee,,59.4013,24.65998,,,,921,2026-05-23,gtfs
906,03106-1,Kaja,,59.40373,24.66589,,,,906,2026-05-23,gtfs
917,03401-1,Kaja,,59.40334,24.66464,,,,917,2026-05-23,gtfs
